row_index,material_id,split,source_file,formula,elements,space_group_number,space_group_symbol,crystal_system,energy,energy_per_atom,relative_energy,hdbscan_cluster,hdbscan_probability,hdbscan_is_noise,pca1,pca2
2071,C-176639-8613-42,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.30995149999998,-154.30995149999998,0.2470335000000147,2,0.8712812650085769,False,-0.04366756627989182,-1.033379957465417
2072,C-184042-1275-19,train,huggingface,C,C,12,C2/m,monoclinic,-154.263555,-154.263555,0.2934300000000007,2,1.0,False,0.828882835636674,-0.26231628021272074
2073,C-157697-2818-1,train,huggingface,C,C,1,P1,triclinic,-154.1163992857143,-154.1163992857143,0.440585714285703,2,1.0,False,2.883677948639712,0.345761342484223
2074,C-184054-4402-41,train,huggingface,C,C,227,Fd-3m,cubic,-154.54612566666663,-154.54612566666663,0.0108593333333715,1,1.0,False,-2.8046336915687275,2.426338203737092
2075,C-9634-3764-34,train,huggingface,C,C,12,C2/m,monoclinic,-154.2190325,-154.2190325,0.3379525000000001,1,1.0,False,-0.3948321515795666,2.464119633503669
2076,C-126175-5026-42,train,huggingface,C,C,12,C2/m,monoclinic,-154.307154,-154.307154,0.2498310000000003,1,1.0,False,-3.2933299818648436,2.1443332054556308
2077,C-106835-1204-32,train,huggingface,C,C,1,P1,triclinic,-154.0752375,-154.0752375,0.4817475000000115,1,0.9996171398238136,False,-0.40958484208190765,2.4430820747591664
2078,C-90811-1769-42,train,huggingface,C,C,1,P1,triclinic,-154.148826875,-154.148826875,0.4081581249999999,-1,0.0,True,3.8811179891917416,0.2140417712298954
2079,C-107721-8342-30,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.46157083333333,-154.46157083333333,0.0954141666666714,0,0.518961149477353,False,1.1321966476645724,-3.237542721818536
2080,C-9618-6957-9,train,huggingface,C,C,1,P1,triclinic,-154.300639375,-154.300639375,0.2563456249999944,-1,0.0,True,-0.17059391517547273,1.8096667427572593
2081,C-130528-4330-3,train,huggingface,C,C,12,C2/m,monoclinic,-154.17094500000002,-154.17094500000002,0.3860399999999799,2,1.0,False,2.4637644996572297,-0.2911856398662732
2082,C-184084-4554-12,train,huggingface,C,C,51,Pmma,orthorhombic,-154.16237666666666,-154.16237666666666,0.3946083333333376,1,1.0,False,-2.108145869288975,2.407057869372349
2083,C-96696-5300-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.135832,-154.135832,0.4211530000000039,2,0.9436291248084544,False,2.480483607378533,-0.23179562643744933
2084,C-90831-4076-19,train,huggingface,C,C,12,C2/m,monoclinic,-154.1910225,-154.1910225,0.3659624999999948,1,0.9554210167548799,False,-1.9276573759950715,1.8725317917998487
2085,C-137401-8411-53,train,huggingface,C,C,1,P1,triclinic,-154.07584,-154.07584,0.4811449999999979,2,0.9428582639694102,False,6.914008124716159,-0.010883739477790616
2086,C-176654-3153-12,train,huggingface,C,C,227,Fd-3m,cubic,-154.55221016666667,-154.55221016666667,0.0047748333333288,1,0.8489016576692485,False,-3.854262242601751,2.2985436797774073
2087,C-28230-7089-12,train,huggingface,C,C,12,C2/m,monoclinic,-154.31313916666667,-154.31313916666667,0.2438458333333244,1,1.0,False,-2.0797200747189595,2.3275588819581206
2088,C-47652-4449-1,train,huggingface,C,C,8,Cm,monoclinic,-154.16425,-154.16425,0.3927349999999876,2,1.0,False,3.5685184608591674,-0.8127442442935339
2089,C-73639-7493-52,train,huggingface,C,C,12,C2/m,monoclinic,-154.46274375,-154.46274375,0.0942412500000102,0,1.0,False,-1.1457499814688594,-3.3016938281722057
2090,C-90821-8000-5,train,huggingface,C,C,44,Imm2,orthorhombic,-154.3926525,-154.3926525,0.1643325000000004,1,1.0,False,0.9591997498565762,2.5013829958835
2091,C-106899-908-39,train,huggingface,C,C,14,P2_1/c,monoclinic,-154.18879375,-154.18879375,0.3681912499999953,1,1.0,False,-1.8349112565924361,2.013899631081339
2092,C-41290-3170-28,train,huggingface,C,C,12,C2/m,monoclinic,-154.16134316666668,-154.16134316666668,0.3956418333333147,2,0.8322439451097389,False,-0.5929966448269736,-0.24977475958786252
2093,C-148258-4740-54,train,huggingface,C,C,12,C2/m,monoclinic,-154.45391375,-154.45391375,0.1030712499999992,0,1.0,False,-1.1484218352242368,-3.376217364817423
2094,C-136263-7925-8,train,huggingface,C,C,166,R-3m,trigonal,-154.46592316666667,-154.46592316666667,0.0910618333333275,0,1.0,False,-2.1965446865701095,-2.8456425200567823
2095,C-130536-5861-39,train,huggingface,C,C,1,P1,triclinic,-154.07733428571427,-154.07733428571427,0.4796507142857251,1,1.0,False,1.6589160930708853,2.0981248207187537
2096,C-172951-7901-61,train,huggingface,C,C,1,P1,triclinic,-154.16222374999998,-154.16222374999998,0.3947612500000161,2,0.8627495743140046,False,6.44206909522312,0.4161108559758382
2097,C-177264-2024-54,train,huggingface,C,C,12,C2/m,monoclinic,-154.3177525,-154.3177525,0.2392324999999857,2,0.962322640728138,False,1.2558265469327259,0.819797242277815
2098,C-106067-9179-12,train,huggingface,C,C,8,Cm,monoclinic,-154.337793,-154.337793,0.2191919999999925,-1,0.0,True,4.186988411588112,2.3397907197381866
2099,C-47658-6013-12,train,huggingface,C,C,2,P-1,triclinic,-154.1602075,-154.1602075,0.3967774999999847,2,1.0,False,1.1838040743168479,0.5505506386864231
2100,C-148228-7950-2,train,huggingface,C,C,6,Pm,monoclinic,-154.23456833333333,-154.23456833333333,0.322416666666669,2,1.0,False,2.9619982831980916,-1.251074074859191
2101,C-40130-2113-43,train,huggingface,C,C,12,C2/m,monoclinic,-154.162299,-154.162299,0.3946860000000072,2,1.0,False,0.27279520128359064,-0.19780295908957707
2102,C-145397-8330-43,train,huggingface,C,C,227,Fd-3m,cubic,-154.54293375,-154.54293375,0.0140512499999942,1,1.0,False,-2.049376284545128,2.3571881331873707
2103,C-53830-4868-8,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.30491933333334,-154.30491933333334,0.2520656666666525,2,0.8712812650085769,False,-0.06250977743908268,-1.0937609375162056
2104,C-13889-6847-43,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.31509366666668,-154.31509366666668,0.2418913333333137,2,0.8558306341304697,False,0.15331239132093222,-1.0439487621882386
2105,C-106863-9358-52,train,huggingface,C,C,12,C2/m,monoclinic,-154.36597375,-154.36597375,0.1910112500000025,1,1.0,False,-1.0756914219005977,2.4459512747702927
2106,C-106863-9358-24,train,huggingface,C,C,15,C2/c,monoclinic,-154.104765,-154.104765,0.4522200000000111,2,1.0,False,0.41626454300351157,0.23030682436787342
2107,C-13919-5282-29,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.29814416666667,-154.29814416666667,0.2588408333333234,1,1.0,False,-2.033529315096802,2.125443102647974
2108,C-72710-1910-25,train,huggingface,C,C,69,Fmmm,orthorhombic,-154.4608685,-154.4608685,0.0961164999999937,0,0.8583192790857966,False,-2.2374131631685232,-3.121859914679675
2109,C-130544-211-9,train,huggingface,C,C,166,R-3m,trigonal,-154.4600275,-154.4600275,0.096957500000002,0,1.0,False,-2.3088316294644966,-2.9070286596872115
2110,C-73621-2756-31,train,huggingface,C,C,12,C2/m,monoclinic,-154.1558225,-154.1558225,0.4011624999999981,2,0.7744695482588477,False,1.9945674415353887,0.40821564832488166
2111,C-176673-628-25,train,huggingface,C,C,38,Amm2,orthorhombic,-154.219515,-154.219515,0.3374699999999961,2,0.9676007415961829,False,0.9465837609986695,1.1018737160069052
2112,C-141051-6029-28,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.25530583333332,-154.25530583333332,0.3016791666666734,2,0.9919695894773871,False,0.4352825015964108,-0.2228139033030519
2113,C-90800-1393-7,train,huggingface,C,C,8,Cm,monoclinic,-154.118340625,-154.118340625,0.4386443749999955,2,0.9756265029951898,False,3.981262657872933,0.8005158982985775
2114,C-193950-5354-31,train,huggingface,C,C,2,P-1,triclinic,-154.13145916666667,-154.13145916666667,0.4255258333333245,0,1.0,False,-2.3272027946578855,-2.859718544685222
2115,C-170368-1522-16,train,huggingface,C,C,12,C2/m,monoclinic,-154.24814216666667,-154.24814216666667,0.3088428333333297,2,0.7617805508818072,False,1.1255450033407701,-0.29720621417711945
2116,C-145340-6787-56,train,huggingface,C,C,2,P-1,triclinic,-154.116135,-154.116135,0.4408499999999833,-1,0.0,True,1.0428808591755059,-0.09601595828877464
2117,C-170352-5915-52,train,huggingface,C,C,12,C2/m,monoclinic,-154.20236383333335,-154.20236383333335,0.3546211666666465,2,1.0,False,-0.8179351477163469,0.27609967262383434
2118,C-157676-6832-38,train,huggingface,C,C,227,Fd-3m,cubic,-154.54011816666667,-154.54011816666667,0.0168668333333243,1,1.0,False,-2.8275502152288463,2.391445064921236
2119,C-189736-8326-15,train,huggingface,C,C,6,Pm,monoclinic,-154.08481999999998,-154.08481999999998,0.4721650000000181,2,0.7621618309198662,False,2.186631797351811,1.340938794113788
2120,C-107764-2694-28,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.5218,-154.5218,0.0351849999999842,1,1.0,False,-1.7219206578459174,2.4315447479453334
2121,C-157695-2388-23,train,huggingface,C,C,51,Pmma,orthorhombic,-154.16080233333335,-154.16080233333335,0.3961826666666468,1,1.0,False,-2.029710314403455,2.3254239877280742
2122,C-126138-5994-5,train,huggingface,C,C,12,C2/m,monoclinic,-154.19682083333333,-154.19682083333333,0.3601641666666637,2,0.9373303648601193,False,-0.5918211719411736,0.08015815255627783
2123,C-96667-7746-14,train,huggingface,C,C,2,P-1,triclinic,-154.12079400000002,-154.12079400000002,0.4361909999999795,0,0.9554201190559364,False,-2.080625964318761,-3.108758431246052
2124,C-73653-6772-11,train,huggingface,C,C,12,C2/m,monoclinic,-154.20576,-154.20576,0.3512249999999994,2,1.0,False,1.240034883157394,-0.6375375997969339
2125,C-184054-4402-4,train,huggingface,C,C,2,P-1,triclinic,-154.139758,-154.139758,0.4172269999999969,2,1.0,False,1.8840572582197328,0.7378352211216858
2126,C-40114-7976-48,train,huggingface,C,C,229,Im-3m,cubic,-154.07763083333333,-154.07763083333333,0.4793541666666669,-1,0.0,True,-3.504633197447776,1.411665297323953
2127,C-96688-5216-3,train,huggingface,C,C,12,C2/m,monoclinic,-154.38418366666667,-154.38418366666667,0.1728013333333251,0,0.803181614082175,False,-3.198622972182049,-2.9004460123081874
2128,C-136206-8828-29,train,huggingface,C,C,12,C2/m,monoclinic,-154.15760500000002,-154.15760500000002,0.3993799999999794,2,1.0,False,0.18028723510917544,-0.11218764797780038
2129,C-72710-1910-7,train,huggingface,C,C,12,C2/m,monoclinic,-154.13427883333333,-154.13427883333333,0.4227061666666714,0,0.8730034886084141,False,-2.2667714323753767,-2.8851220711184586
2130,C-157695-2388-36,train,huggingface,C,C,12,C2/m,monoclinic,-154.44689166666666,-154.44689166666666,0.1100933333333387,0,0.6775990059122311,False,-3.5361776000007685,-3.3821844005590878
2131,C-172935-9081-4,train,huggingface,C,C,5,C2,monoclinic,-154.2654,-154.2654,0.2915849999999977,1,0.920394393382541,False,0.5457027640736618,2.509079501242191
2132,C-72734-9855-32,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.30776866666668,-154.30776866666668,0.2492163333333223,2,0.8712812650085769,False,-0.05312042333320853,-1.067459136572573
2133,C-141039-9365-2,train,huggingface,C,C,2,P-1,triclinic,-154.08536099999998,-154.08536099999998,0.4716240000000198,2,0.9500157303183703,False,1.5427662349322988,-1.2277985034843248
2134,C-41302-4393-32,train,huggingface,C,C,8,Cm,monoclinic,-154.092937,-154.092937,0.4640479999999911,2,1.0,False,0.5883190102610875,0.31112839273990245
2135,C-56493-1674-59,train,huggingface,C,C,10,P2/m,monoclinic,-154.3658975,-154.3658975,0.1910875000000089,1,1.0,False,-0.6796442557466936,2.5773555504354784
2136,C-13694-2590-40,train,huggingface,C,C,12,C2/m,monoclinic,-154.41751833333333,-154.41751833333333,0.1394666666666637,1,1.0,False,0.5722178126938529,2.0760220610423863
2137,C-148236-3608-7,train,huggingface,C,C,2,P-1,triclinic,-154.22691,-154.22691,0.3300749999999937,1,0.7993752835064056,False,-2.42501985656099,2.072743746769978
2138,C-176654-3153-53,train,huggingface,C,C,35,Cmm2,orthorhombic,-154.25807,-154.25807,0.2989149999999938,2,1.0,False,1.8249676687144667,-0.37042219026721207
2139,C-50225-6005-31,train,huggingface,C,C,1,P1,triclinic,-154.13582555555556,-154.13582555555556,0.4211594444444415,2,0.8648780585464569,False,3.9606732558564004,0.8724106545658659
2140,C-142755-3271-4,train,huggingface,C,C,12,C2/m,monoclinic,-154.281105,-154.281105,0.2758800000000008,2,1.0,False,0.8645743761369082,-0.013836184257802243
2141,C-96669-7803-45,train,huggingface,C,C,2,P-1,triclinic,-154.249832,-154.249832,0.3071529999999995,0,0.7684268017381589,False,-1.026440428976639,-3.130420125650215
2142,C-126163-8054-1,train,huggingface,C,C,12,C2/m,monoclinic,-154.30965316666666,-154.30965316666666,0.2473318333333338,1,1.0,False,-2.063315927000658,2.2993174816616997
2143,C-142775-4731-42,train,huggingface,C,C,166,R-3m,trigonal,-154.53177666666667,-154.53177666666667,0.0252083333333246,1,1.0,False,-0.38578339398652295,2.1867117583046336
2144,C-172951-5413-22,train,huggingface,C,C,5,C2,monoclinic,-154.45787483333334,-154.45787483333334,0.0991101666666622,0,1.0,False,-1.9011765692253397,-3.262261954929683
2145,C-102915-7408-40,train,huggingface,C,C,12,C2/m,monoclinic,-154.21393125,-154.21393125,0.3430537499999957,1,1.0,False,-0.5336111011715494,2.2561063388107283
2146,C-157685-398-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.19955633333333,-154.19955633333333,0.3574286666666637,2,1.0,False,-0.8565354933387704,0.25541911016443297
2147,C-80142-2852-3,train,huggingface,C,C,166,R-3m,trigonal,-154.45024083333334,-154.45024083333334,0.1067441666666582,0,0.7069958309462067,False,-0.8098692766404739,-3.29911761805781
2148,C-80186-3462-48,train,huggingface,C,C,12,C2/m,monoclinic,-154.42561666666668,-154.42561666666668,0.1313683333333131,0,0.6996273578838309,False,0.6551256527691203,-3.2946650872558356
2149,C-34627-4459-37,train,huggingface,C,C,12,C2/m,monoclinic,-154.36638625,-154.36638625,0.1905987499999923,1,1.0,False,-1.0701356508391249,2.42906996018692
2150,C-193918-9298-27,train,huggingface,C,C,191,P6/mmm,hexagonal,-154.17302016666667,-154.17302016666667,0.383964833333323,0,0.68508684725279,False,-2.574905243027946,-2.3264031572925923
2151,C-28238-1215-46,train,huggingface,C,C,8,Cm,monoclinic,-154.068837,-154.068837,0.4881479999999953,2,1.0,False,1.2665937578196702,0.7088516449147683
2152,C-72708-4973-18,train,huggingface,C,C,8,Cm,monoclinic,-154.082682,-154.082682,0.4743029999999919,2,1.0,False,2.252254100261944,-0.7811818988141723
2153,C-73669-4812-31,train,huggingface,C,C,12,C2/m,monoclinic,-154.277459375,-154.277459375,0.2795256249999909,2,0.8853199177282514,False,4.418534238502518,-0.31027243521317693
2154,C-72740-7131-9,train,huggingface,C,C,12,C2/m,monoclinic,-154.14449,-154.14449,0.4124950000000069,2,0.9390408228844755,False,0.8206811783666853,0.9309764191453853
2155,C-47623-476-2,train,huggingface,C,C,2,P-1,triclinic,-154.19374,-154.19374,0.3632450000000062,0,1.0,False,-1.4918573471015977,-2.9051254096007106
2156,C-13897-9657-16,train,huggingface,C,C,166,R-3m,trigonal,-154.52856733333334,-154.52856733333334,0.0284176666666553,1,0.9996310187575127,False,-2.460163475848937,2.2621719237141904
2157,C-145319-6278-32,train,huggingface,C,C,2,P-1,triclinic,-154.15114583333337,-154.15114583333337,0.4058391666666239,1,1.0,False,-0.8702297475972466,2.0801345898840213
2158,C-80174-5232-6,train,huggingface,C,C,38,Amm2,orthorhombic,-154.16621833333332,-154.16621833333332,0.3907666666666785,-1,0.0,True,2.9914747669686763,0.5300516052016195
2159,C-28258-8310-19,train,huggingface,C,C,12,C2/m,monoclinic,-154.252904,-154.252904,0.3040809999999965,2,1.0,False,1.996116130383705,-0.2627128104758215
2160,C-28248-2845-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.15827883333333,-154.15827883333333,0.3987061666666704,2,1.0,False,0.30099624939264763,-0.16723088188650748
2161,C-176669-7185-4,train,huggingface,C,C,12,C2/m,monoclinic,-154.209298,-154.209298,0.3476870000000076,2,1.0,False,2.129757481727094,0.21338756040911283
2162,C-72710-1910-41,train,huggingface,C,C,15,C2/c,monoclinic,-154.20094733333335,-154.20094733333335,0.3560376666666514,1,1.0,False,-2.1272162208595207,2.6077985145189575
2163,C-92158-6662-12,train,huggingface,C,C,69,Fmmm,orthorhombic,-154.19562716666667,-154.19562716666667,0.3613578333333294,1,1.0,False,-2.313510632678857,2.4076521980402004
2164,C-53832-8784-7,train,huggingface,C,C,12,C2/m,monoclinic,-154.31215616666665,-154.31215616666665,0.2448288333333437,1,1.0,False,-1.735462127369284,2.2895221205990315
2165,C-152591-5216-17,train,huggingface,C,C,166,R-3m,trigonal,-154.46188516666666,-154.46188516666666,0.0950998333333359,0,1.0,False,-2.3212967549185004,-2.9103214148565115
2166,C-107748-2637-12,train,huggingface,C,C,12,C2/m,monoclinic,-154.18784875,-154.18784875,0.3691362499999968,-1,0.0,True,-1.2837220297441705,2.0268023760304157
2167,C-136231-9145-22,train,huggingface,C,C,38,Amm2,orthorhombic,-154.246228,-154.246228,0.3107569999999953,1,1.0,False,0.2556330187036592,1.9484897443044262
2168,C-40097-8776-36,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.29486833333334,-154.29486833333334,0.2621166666666568,1,1.0,False,-1.890147510994064,2.114179022054447
2169,C-90806-1928-67,train,huggingface,C,C,12,C2/m,monoclinic,-154.46213125,-154.46213125,0.0948537499999986,0,1.0,False,-1.370227544696434,-3.063959538819825
2170,C-177256-4099-7,train,huggingface,C,C,74,Imma,orthorhombic,-154.1278325,-154.1278325,0.4291524999999865,1,0.8998600476375267,False,-2.384657664083073,1.6062975771281396
2171,C-142779-5330-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.228265,-154.228265,0.3287200000000041,-1,0.0,True,3.1987890109997656,-1.0647992302031009
2172,C-28224-863-40,train,huggingface,C,C,12,C2/m,monoclinic,-154.30973883333334,-154.30973883333334,0.2472461666666561,1,1.0,False,-2.0139283819815694,2.2532827552770733
2173,C-13911-8164-19,train,huggingface,C,C,12,C2/m,monoclinic,-154.13550983333332,-154.13550983333332,0.4214751666666814,0,0.7151166696567347,False,-2.973950434689204,-3.089057373397495
2174,C-106877-349-41,train,huggingface,C,C,2,P-1,triclinic,-154.08514875,-154.08514875,0.4718362499999955,1,1.0,False,-0.6686473931986351,2.464885068433621
2175,C-189715-4459-35,train,huggingface,C,C,6,Pm,monoclinic,-154.07748785714284,-154.07748785714284,0.4794971428571557,-1,0.0,True,4.959043435257433,-1.8333575243645193
2176,C-41302-4393-37,train,huggingface,C,C,2,P-1,triclinic,-154.123585,-154.123585,0.433400000000006,2,1.0,False,1.4264778896969466,-0.35300869465823265
2177,C-13911-8164-41,train,huggingface,C,C,12,C2/m,monoclinic,-154.371631,-154.371631,0.1853539999999895,1,1.0,False,-0.1897106002535821,2.2111497862007607
2178,C-126151-6380-24,train,huggingface,C,C,179,P6_522,hexagonal,-154.40926066666665,-154.40926066666665,0.1477243333333433,-1,0.0,True,-3.1036095895641225,2.1030330642477835
2179,C-177248-5809-24,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.4063675,-154.4063675,0.1506175000000098,1,1.0,False,-1.288970043345102,2.329858448813323
2180,C-41310-6976-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.3125875,-154.3125875,0.2443974999999909,1,1.0,False,-1.960961538783403,2.218920826923097
2181,C-189700-5976-43,train,huggingface,C,C,166,R-3m,trigonal,-154.52414933333333,-154.52414933333333,0.0328356666666707,1,0.9996310187575127,False,-2.499205909160162,2.2654512359164998
2182,C-53814-5771-28,train,huggingface,C,C,12,C2/m,monoclinic,-154.20289666666667,-154.20289666666667,0.3540883333333227,2,1.0,False,-0.7555015310076755,0.21839715756462058
2183,C-13685-851-8,train,huggingface,C,C,10,P2/m,monoclinic,-154.090775,-154.090775,0.4662099999999896,0,0.7283829123866674,False,-2.1541854261343945,-3.0639701740697554
2184,C-72744-8833-35,train,huggingface,C,C,12,C2/m,monoclinic,-154.1224035,-154.1224035,0.4345815000000073,2,1.0,False,0.2197518951278945,-0.2030150070982233
2185,C-96686-8751-30,train,huggingface,C,C,2,P-1,triclinic,-154.13393233333332,-154.13393233333332,0.4230526666666776,0,1.0,False,-2.5164660380704924,-2.828926982607095
2186,C-141065-1801-4,train,huggingface,C,C,166,R-3m,trigonal,-154.52641783333334,-154.52641783333334,0.0305671666666569,1,0.9996310187575127,False,-2.456960518128999,2.2667023857932063
2187,C-141059-7490-4,train,huggingface,C,C,227,Fd-3m,cubic,-154.54757283333333,-154.54757283333333,0.0094121666666637,1,1.0,False,-2.6758093849331126,2.476457748808851
2188,C-130514-1931-37,train,huggingface,C,C,12,C2/m,monoclinic,-154.31128183333334,-154.31128183333334,0.245703166666658,1,1.0,False,-1.9500084313176096,2.244462903226045
2189,C-13655-7913-32,train,huggingface,C,C,166,R-3m,trigonal,-154.450245,-154.450245,0.106740000000002,0,0.7608218942880484,False,-2.1886285701538304,-3.2954245005284633
2190,C-56508-2-20,train,huggingface,C,C,12,C2/m,monoclinic,-154.221115,-154.221115,0.3358699999999999,1,1.0,False,-0.46834738367615464,2.230453765964409
2191,C-177254-1749-22,train,huggingface,C,C,10,P2/m,monoclinic,-154.24023125,-154.24023125,0.3167537500000037,1,1.0,False,-0.9659469736630516,2.194981640830146
2192,C-177250-68-41,train,huggingface,C,C,74,Imma,orthorhombic,-154.12475375,-154.12475375,0.4322312500000009,1,1.0,False,-0.7846638495528939,1.6998793619926553
2193,C-145319-6278-16,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.44379083333334,-154.44379083333334,0.1131941666666591,1,1.0,False,0.5273921106802398,2.6372271174617645
2194,C-13911-8164-3,train,huggingface,C,C,2,P-1,triclinic,-154.22233599999998,-154.22233599999998,0.3346490000000131,0,0.8510592179681032,False,-2.135795273366057,-3.2519462304758937
2195,C-96669-7803-1,train,huggingface,C,C,2,P-1,triclinic,-154.0724935,-154.0724935,0.4844914999999901,0,0.98968842529226,False,-2.048726694441482,-2.1245427616712362
2196,C-189736-8326-22,train,huggingface,C,C,12,C2/m,monoclinic,-154.195229,-154.195229,0.3617559999999855,2,0.8895706498429526,False,1.0314875268171884,-1.4924091599247058
2197,C-113052-6214-55,train,huggingface,C,C,6,Pm,monoclinic,-154.19554125,-154.19554125,0.3614437500000065,2,1.0,False,2.827128049654368,0.7386967322702845
2198,C-134197-4068-16,train,huggingface,C,C,25,Pmm2,orthorhombic,-154.1116125,-154.1116125,0.4453724999999906,2,1.0,False,0.15995205964680675,0.6024927879315009
2199,C-96688-5216-23,train,huggingface,C,C,5,C2,monoclinic,-154.178514,-154.178514,0.3784709999999904,2,1.0,False,0.2885725853276896,0.21480911821465187
2200,C-141016-4064-8,train,huggingface,C,C,2,P-1,triclinic,-154.1034675,-154.1034675,0.4535175000000038,0,0.8182055543534928,False,-1.9743901147790535,-2.8943934441386103
2201,C-170908-5383-51,train,huggingface,C,C,12,C2/m,monoclinic,-154.10287625,-154.10287625,0.4541087499999889,2,1.0,False,1.3768745434582716,-2.0299255856802465
2202,C-28248-2845-3,train,huggingface,C,C,12,C2/m,monoclinic,-154.18321699999998,-154.18321699999998,0.3737680000000125,2,1.0,False,1.5346976984517187,-0.6865514053725136
2203,C-152552-1045-53,train,huggingface,C,C,2,P-1,triclinic,-154.41818766666668,-154.41818766666668,0.138797333333315,0,0.8433957725140272,False,-3.519139325568834,-3.0079288581172863
2204,C-96707-5370-25,train,huggingface,C,C,12,C2/m,monoclinic,-154.16319383333334,-154.16319383333334,0.3937911666666593,2,1.0,False,0.2018408303256951,-0.19609200908137214
2205,C-9628-9669-33,train,huggingface,C,C,2,P-1,triclinic,-154.1047375,-154.1047375,0.4522474999999986,0,0.8389803426072591,False,-2.954700320438826,-3.0188217059101885
2206,C-177256-4099-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.43761625,-154.43761625,0.1193687500000066,0,0.7750957016574486,False,-1.073469590923361,-3.186595889302417
2207,C-73653-6772-14,train,huggingface,C,C,227,Fd-3m,cubic,-154.5418,-154.5418,0.0151850000000024,1,1.0,False,-2.002738734698834,2.3746474461689577
2208,C-177222-86-3,train,huggingface,C,C,166,R-3m,trigonal,-154.41793,-154.41793,0.1390549999999848,0,0.7001879253509943,False,-3.361964157244359,-3.0319566740800563
2209,C-90856-6520-19,train,huggingface,C,C,12,C2/m,monoclinic,-154.36527,-154.36527,0.1917149999999878,1,1.0,False,-0.9751493794610081,2.4840632406557224
2210,C-92107-2920-38,train,huggingface,C,C,2,P-1,triclinic,-154.4520585,-154.4520585,0.1049265000000048,0,0.8660472906468709,False,-2.0586197334711405,-3.127989998868112
2211,C-193950-5354-37,train,huggingface,C,C,8,Cm,monoclinic,-154.122375,-154.122375,0.4346099999999921,2,0.9520303756576155,False,2.4299124434605672,-0.19603862313312964
2212,C-134166-3936-32,train,huggingface,C,C,1,P1,triclinic,-154.07721166666667,-154.07721166666667,0.4797733333333269,2,1.0,False,2.7221996800700152,0.8072123482414666
2213,C-40118-1783-45,train,huggingface,C,C,6,Pm,monoclinic,-154.236628,-154.236628,0.3203570000000013,2,1.0,False,2.3268229225600883,-0.7277591664599443
2214,C-13671-2117-45,train,huggingface,C,C,139,I4/mmm,tetragonal,-154.33645,-154.33645,0.2205349999999839,1,1.0,False,-2.2905821817288525,2.1022116709263123
2215,C-13931-57-42,train,huggingface,C,C,11,P2_1/m,monoclinic,-154.37023214285713,-154.37023214285713,0.1867528571428636,1,1.0,False,1.1441366133549056,1.9161668007016874
2216,C-142763-5042-34,train,huggingface,C,C,12,C2/m,monoclinic,-154.45040833333334,-154.45040833333334,0.1065766666666547,0,0.8644135057581789,False,0.392718382073205,-3.19057348760329
2217,C-40108-9032-2,train,huggingface,C,C,12,C2/m,monoclinic,-154.16357516666667,-154.16357516666667,0.3934098333333224,2,1.0,False,0.12191710598586887,-0.08986074606305365
2218,C-40110-5594-18,train,huggingface,C,C,38,Amm2,orthorhombic,-154.255135,-154.255135,0.3018500000000017,1,1.0,False,0.022023876268194797,2.072344202884493
2219,C-184044-1943-2,train,huggingface,C,C,15,C2/c,monoclinic,-154.20191083333333,-154.20191083333333,0.3550741666666681,1,1.0,False,-2.1064057681372073,2.5984558812777214
2220,C-90819-6500-52,train,huggingface,C,C,8,Cm,monoclinic,-154.10350083333333,-154.10350083333333,0.4534841666666693,2,1.0,False,2.8005813126852366,-0.20889134783961638
2221,C-107744-9535-23,train,huggingface,C,C,2,P-1,triclinic,-154.4473725,-154.4473725,0.1096124999999972,0,1.0,False,-1.3561022675054544,-3.069053577689397
2222,C-170908-5383-12,train,huggingface,C,C,2,P-1,triclinic,-154.10344916666665,-154.10344916666665,0.4535358333333477,1,1.0,False,-0.5920678374426568,1.6979724450092089
2223,C-53832-8784-23,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.25235133333334,-154.25235133333334,0.3046336666666605,2,0.9797175072379621,False,0.44046297384010963,-0.20054818437031108
2224,C-184054-4402-47,train,huggingface,C,C,179,P6_522,hexagonal,-154.4093945,-154.4093945,0.1475905000000068,1,0.9027448651743557,False,-3.2556285073558136,2.162045545237762
2225,C-56512-1663-18,train,huggingface,C,C,12,C2/m,monoclinic,-154.2818275,-154.2818275,0.2751575000000059,2,1.0,False,0.8246796378760324,0.0752845264715488
