row_index,material_id,split,source_file,formula,elements,space_group_number,space_group_symbol,crystal_system,energy,energy_per_atom,relative_energy,hdbscan_cluster,hdbscan_probability,hdbscan_is_noise,pca1,pca2,is_hdbscan_noise,is_low_probability,is_isolation_forest_anomaly,isolation_forest_score,isolation_forest_used_pca,anomaly_vote_count,is_anomaly_any,is_anomaly_consensus,is_anomaly_all
873,C-96667-7746-35,train,huggingface,C,C,12,C2/m,monoclinic,-154.36638299999998,-154.36638299999998,0.1906020000000126,1,1.0,False,0.0302802555293775,2.307035914437213,0,0,0,-0.42476820153709255,0,0,0,0,0
874,C-13677-4233-36,train,huggingface,C,C,227,Fd-3m,cubic,-154.5422425,-154.5422425,0.0147425000000112,1,1.0,False,-1.6469862126086716,2.0006352584627787,0,0,0,-0.5259374927315053,0,0,0,0,0
875,C-193956-5355-51,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.291253,-154.291253,0.2657319999999856,2,0.856395178143362,False,0.0382068289069915,-1.222355079669364,0,0,0,-0.4407733699616014,0,0,0,0,0
876,C-172933-8739-3,train,huggingface,C,C,2,P-1,triclinic,-154.0789407142857,-154.0789407142857,0.4780442857143043,2,0.803944165338345,False,2.353505593903644,0.071798811479893,0,0,0,-0.48649997343520357,0,0,0,0,0
877,C-145309-7611-28,train,huggingface,C,C,10,P2/m,monoclinic,-154.365785,-154.365785,0.1912000000000091,1,1.0,False,-0.0225736805153537,2.361615319981805,0,0,0,-0.46251409898217877,0,0,0,0,0
878,C-172947-5402-20,train,huggingface,C,C,63,Cmcm,orthorhombic,-154.2881245,-154.2881245,0.2688604999999882,1,1.0,False,-2.287475141014255,2.1649656524958294,0,0,0,-0.4218346672548432,0,0,0,0,0
879,C-57169-8585-33,train,huggingface,C,C,2,P-1,triclinic,-154.22428375,-154.22428375,0.3327012499999853,1,1.0,False,-2.2718793950002363,2.130814241650746,0,0,0,-0.46849755634447837,0,0,0,0,0
880,C-57186-353-26,train,huggingface,C,C,12,C2/m,monoclinic,-154.18910277777778,-154.18910277777778,0.3678822222222209,-1,0.0,True,5.480765580124761,-0.6161669920400502,1,1,1,-0.5330990579064914,0,3,1,1,1
881,C-90849-4956-18,train,huggingface,C,C,12,C2/m,monoclinic,-154.276925,-154.276925,0.2800599999999917,2,1.0,False,0.7328448873058097,-0.0598161506121941,0,0,0,-0.4136214372374509,0,0,0,0,0
882,C-170922-1203-56,train,huggingface,C,C,2,P-1,triclinic,-154.07589166666665,-154.07589166666665,0.481093333333348,2,1.0,False,2.030936188821093,1.0918921672932544,0,0,0,-0.42927266969044575,0,0,0,0,0
883,C-136241-2721-46,train,huggingface,C,C,5,C2,monoclinic,-154.136923,-154.136923,0.4200620000000015,2,1.0,False,1.924567924231566,-0.4485713658836855,0,0,0,-0.425484923937611,0,0,0,0,0
884,C-189740-9333-8,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.290675,-154.290675,0.2663100000000042,2,1.0,False,0.0218645015443636,0.2040411907558238,0,0,0,-0.4589175089977348,0,0,0,0,0
885,C-41292-3626-4,train,huggingface,C,C,12,C2/m,monoclinic,-154.17659799999998,-154.17659799999998,0.3803870000000131,2,0.8912111386460048,False,0.9258161351053592,0.7474290109603088,0,0,0,-0.4494279799518974,0,0,0,0,0
886,C-170922-1203-4,train,huggingface,C,C,12,C2/m,monoclinic,-154.44996875,-154.44996875,0.1070162499999867,0,0.8451920098358326,False,-0.9262374666737632,-3.0191940106616117,0,0,0,-0.5083678585594494,0,0,0,0,0
887,C-56483-6668-31,train,huggingface,C,C,31,Pmn2_1,orthorhombic,-154.42753916666666,-154.42753916666666,0.1294458333333352,1,1.0,False,0.1214475951523484,2.1089062096927065,0,0,0,-0.44006654990945965,0,0,0,0,0
888,C-56491-7685-55,train,huggingface,C,C,12,C2/m,monoclinic,-154.22155875,-154.22155875,0.3354262499999834,1,0.8923740793576064,False,-0.1823599840206313,2.1484919567235736,0,0,0,-0.4744649380417,0,0,0,0,0
889,C-73663-9884-53,train,huggingface,C,C,12,C2/m,monoclinic,-154.28520875,-154.28520875,0.2717762499999878,2,1.0,False,0.8608342096630934,-0.049043453639695,0,0,0,-0.4300390414355019,0,0,0,0,0
890,C-13671-2117-15,train,huggingface,C,C,6,Pm,monoclinic,-154.10851416666665,-154.10851416666665,0.4484708333333458,2,0.919046394822164,False,3.2423683702581947,0.754789536872945,0,0,0,-0.4691669266380534,0,0,0,0,0
891,C-53799-3713-32,train,huggingface,C,C,227,Fd-3m,cubic,-154.547921,-154.547921,0.009063999999995,1,0.9896713048631208,False,-1.073393177424886,2.366964326571896,0,0,0,-0.48739513295458586,0,0,0,0,0
892,C-136219-6599-35,train,huggingface,C,C,12,C2/m,monoclinic,-154.3100945,-154.3100945,0.2468905000000063,1,1.0,False,-3.2930560497614056,2.1602958826774694,0,0,0,-0.4804231022520118,0,0,0,0,0
893,C-170370-9311-52,train,huggingface,C,C,5,C2,monoclinic,-154.080068,-154.080068,0.476916999999986,1,1.0,False,-1.0610360373657473,2.111583808051308,0,0,0,-0.4741490836160568,0,0,0,0,0
894,C-9590-2380-59,train,huggingface,C,C,2,P-1,triclinic,-154.2274675,-154.2274675,0.3295175000000085,1,0.9123555605030697,False,-2.5004232674463003,2.1623909029548334,0,0,0,-0.47901081289487346,0,0,0,0,0
895,C-41292-3626-41,train,huggingface,C,C,2,P-1,triclinic,-154.186981,-154.186981,0.3700039999999944,-1,0.0,True,-1.9012086056559887,-3.570138786654308,1,1,1,-0.6000439696460892,0,3,1,1,1
896,C-40100-7984-5,train,huggingface,C,C,2,P-1,triclinic,-154.07845142857144,-154.07845142857144,0.4785335714285565,1,0.8125876712861198,False,0.3878858003504511,2.6522297519454936,0,0,1,-0.531622622191548,0,1,1,0,0
897,C-72718-9015-45,train,huggingface,C,C,1,P1,triclinic,-154.105226,-154.105226,0.4517590000000098,2,0.991595996086472,False,2.1396705549821693,0.5058351461318628,0,0,0,-0.43264477003319196,0,0,0,0,0
898,C-102883-8617-40,train,huggingface,C,C,12,C2/m,monoclinic,-154.220975,-154.220975,0.3360099999999875,1,1.0,False,-0.5993277492015597,2.313785694658977,0,0,0,-0.4198070829684495,0,0,0,0,0
899,C-189703-1540-18,train,huggingface,C,C,69,Fmmm,orthorhombic,-154.19344916666668,-154.19344916666668,0.3635358333333158,1,1.0,False,-2.3012412220185725,2.381964564707235,0,0,0,-0.4279203909874389,0,0,0,0,0
900,C-130226-8288-23,train,huggingface,C,C,6,Pm,monoclinic,-154.36567181818182,-154.36567181818182,0.1913131818181739,-1,0.0,True,5.288902919451318,2.682088805347508,1,1,1,-0.5937870196578326,0,3,1,1,1
901,C-130250-9835-41,train,huggingface,C,C,1,P1,triclinic,-154.0886761111111,-154.0886761111111,0.4683088888888846,-1,0.0,True,4.07486915304398,-1.4351501820209904,1,1,0,-0.5174220418903119,0,2,1,1,0
902,C-193918-9298-6,train,huggingface,C,C,6,Pm,monoclinic,-154.222937,-154.222937,0.3340479999999957,2,0.9545116915860612,False,2.563143100539038,-0.9101195220719196,0,0,0,-0.44967018236302236,0,0,0,0,0
903,C-47666-6962-37,train,huggingface,C,C,1,P1,triclinic,-154.240245,-154.240245,0.31674000000001,1,1.0,False,-0.3627713613896015,2.057357285034984,0,0,0,-0.5025578347489534,0,0,0,0,0
904,C-102883-8617-35,train,huggingface,C,C,35,Cmm2,orthorhombic,-154.12760875,-154.12760875,0.42937624999999,2,0.9891685458642276,False,0.7055681354134226,-0.3723413943366786,0,0,0,-0.40837348679362623,0,0,0,0,0
905,C-92158-6662-23,train,huggingface,C,C,2,P-1,triclinic,-154.122444,-154.122444,0.4345409999999958,0,1.0,False,-2.1180257435508976,-2.8848009203108065,0,0,0,-0.47271918218235404,0,0,0,0,0
906,C-92144-1112-20,train,huggingface,C,C,166,R-3m,trigonal,-154.46792150000002,-154.46792150000002,0.0890634999999804,0,0.8120924533123076,False,-2.1183378666573947,-3.0442149878191134,0,0,0,-0.46946865616733896,0,0,0,0,0
907,C-142753-3906-21,train,huggingface,C,C,2,P-1,triclinic,-154.10819333333333,-154.10819333333333,0.4487916666666649,-1,0.0,True,2.104504010085287,3.7880333100216665,1,1,1,-0.5516395148776835,0,3,1,1,1
908,C-40106-2927-34,train,huggingface,C,C,12,C2/m,monoclinic,-154.451695,-154.451695,0.1052899999999965,0,1.0,False,-2.0359834230421736,-3.038100782486965,0,0,0,-0.4673861890462009,0,0,0,0,0
909,C-142740-3180-21,train,huggingface,C,C,1,P1,triclinic,-154.11287833333333,-154.11287833333333,0.44410666666667,2,0.8206393344768155,False,2.4641050410866043,0.6708058334155232,0,0,0,-0.45899998851462526,0,0,0,0,0
910,C-107742-8736-48,train,huggingface,C,C,12,C2/m,monoclinic,-154.25848333333332,-154.25848333333332,0.2985016666666809,2,1.0,False,3.0894502621915647,-0.6393996589758166,0,0,0,-0.45213874902693874,0,0,0,0,0
911,C-177280-5724-1,train,huggingface,C,C,1,P1,triclinic,-154.08310375,-154.08310375,0.4738812500000051,1,0.8147055949780201,False,2.2717644120230043,1.752716379220533,0,0,0,-0.4893071015567192,0,0,0,0,0
912,C-13691-2934-38,train,huggingface,C,C,194,P6_3/mmc,hexagonal,-154.52303625,-154.52303625,0.0339487500000075,1,1.0,False,-1.5326295042760756,2.39914951934902,0,0,0,-0.4462669527708035,0,0,0,0,0
913,C-80164-8806-49,train,huggingface,C,C,10,P2/m,monoclinic,-154.07325125,-154.07325125,0.4837337499999989,0,0.7467765461981728,False,-1.8341881604981811,-3.008118909411569,0,0,0,-0.4810943017362299,0,0,0,0,0
914,C-157709-5276-16,train,huggingface,C,C,35,Cmm2,orthorhombic,-154.257753,-154.257753,0.2992319999999893,2,0.8868021133281727,False,2.0028120066942074,-0.3774965303930543,0,0,0,-0.43264719121035955,0,0,0,0,0
915,C-193934-9379-30,train,huggingface,C,C,13,P2/c,monoclinic,-154.088829,-154.088829,0.4681559999999933,2,0.89722330439031,False,0.6761626599344965,-0.7586260450972392,0,0,0,-0.445370382697534,0,0,0,0,0
916,C-72730-1850-39,train,huggingface,C,C,227,Fd-3m,cubic,-154.55627533333333,-154.55627533333333,0.0007096666666654,1,1.0,False,-2.461704618330541,2.24965967294102,0,0,0,-0.47297977584625117,0,0,0,0,0
917,C-130540-5836-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.178003,-154.178003,0.3789820000000077,2,0.7593796742403298,False,1.100205711605513,0.8707870319728926,0,0,0,-0.4731370183281243,0,0,0,0,0
918,C-80153-8379-30,train,huggingface,C,C,6,Pm,monoclinic,-154.224115625,-154.224115625,0.3328693750000013,2,1.0,False,3.560518428846661,0.7063950969756063,0,0,0,-0.461468837747763,0,0,0,0,0
919,C-80172-9169-1,train,huggingface,C,C,2,P-1,triclinic,-154.08604625,-154.08604625,0.4709387499999877,2,0.9229582499480676,False,0.0340432812438284,-0.8305624523277473,0,0,0,-0.4722844345582308,0,0,0,0,0
920,C-145302-9438-61,train,huggingface,C,C,25,Pmm2,orthorhombic,-154.12346625,-154.12346625,0.4335187499999904,2,1.0,False,0.6195359990842014,0.3043420259526811,0,0,0,-0.4171893239783895,0,0,0,0,0
921,C-176646-2657-52,train,huggingface,C,C,2,P-1,triclinic,-154.12139083333332,-154.12139083333332,0.4355941666666751,0,1.0,False,-2.2178504986218472,-2.9462208833886248,0,0,0,-0.47604642807755626,0,0,0,0,0
922,C-189717-5242-45,train,huggingface,C,C,74,Imma,orthorhombic,-154.301927,-154.301927,0.2550579999999911,1,1.0,False,-0.3665553455462305,2.152889410771136,0,0,0,-0.41518412753245626,0,0,0,0,0
923,C-34602-3867-25,train,huggingface,C,C,1,P1,triclinic,-154.07772875,-154.07772875,0.4792562499999917,2,1.0,False,1.2766765144438803,0.6501066535780148,0,0,0,-0.4367561488009775,0,0,0,0,0
924,C-170356-2444-12,train,huggingface,C,C,2,P-1,triclinic,-154.071373,-154.071373,0.4856120000000032,2,1.0,False,1.8634058067550443,-1.4711540342248066,0,0,0,-0.4369831969467937,0,0,0,0,0
925,C-189715-4459-50,train,huggingface,C,C,2,P-1,triclinic,-154.13521516666663,-154.13521516666663,0.4217698333333715,0,1.0,False,-2.705398014411773,-2.98148315760522,0,0,0,-0.4685180432844404,0,0,0,0,0
926,C-50208-1750-42,train,huggingface,C,C,8,Cm,monoclinic,-154.24146944444445,-154.24146944444445,0.3155155555555495,2,0.892162299449417,False,5.546198673786378,-0.6890847066975,0,0,0,-0.5165715606326317,0,0,0,0,0
927,C-170378-1288-44,train,huggingface,C,C,12,C2/m,monoclinic,-154.06695566666667,-154.06695566666667,0.4900293333333252,2,0.9563580988462836,False,0.1072977146365909,-0.2202513030097284,0,0,0,-0.43439427574839423,0,0,0,0,0
928,C-28246-1719-21,train,huggingface,C,C,38,Amm2,orthorhombic,-154.342181,-154.342181,0.2148039999999866,1,0.9950478782353388,False,0.0685259471677838,2.3514328462941565,0,0,0,-0.4512598405524096,0,0,0,0,0
929,C-106837-6296-47,train,huggingface,C,C,12,C2/m,monoclinic,-154.2154225,-154.2154225,0.3415625000000091,2,1.0,False,-0.0709043994669822,0.0902875006003647,0,0,0,-0.4330209461933544,0,0,0,0,0
930,C-96715-726-33,train,huggingface,C,C,12,C2/m,monoclinic,-154.2462845,-154.2462845,0.3107004999999958,2,1.0,False,0.4856583263552285,-0.195963821541342,0,0,0,-0.4320361658746931,0,0,0,0,0
931,C-184058-8674-45,train,huggingface,C,C,12,C2/m,monoclinic,-154.14829133333333,-154.14829133333333,0.4086936666666645,2,1.0,False,0.1656538701242325,-0.1295054634910397,0,0,0,-0.44116856027123014,0,0,0,0,0
932,C-126189-1477-37,train,huggingface,C,C,8,Cm,monoclinic,-154.45554933333332,-154.45554933333332,0.1014356666666742,0,1.0,False,-1.9294415432774272,-3.213114803907719,0,0,0,-0.5099695017137815,0,0,0,0,0
933,C-113050-8539-2,train,huggingface,C,C,1,P1,triclinic,-154.07809125,-154.07809125,0.4788937499999974,2,1.0,False,1.2552490323626424,0.6783671922961252,0,0,0,-0.4388066603897806,0,0,0,0,0
934,C-170331-6356-31,train,huggingface,C,C,12,C2/m,monoclinic,-154.31314066666667,-154.31314066666667,0.2438443333333282,1,1.0,False,-2.0860693823989265,2.301645798735063,0,0,0,-0.4164137181082996,0,0,0,0,0
935,C-157703-910-24,train,huggingface,C,C,1,P1,triclinic,-154.10755214285714,-154.10755214285714,0.4494328571428525,2,1.0,False,3.5913875076174917,0.5817754791874163,0,0,0,-0.45527151135617416,0,0,0,0,0
936,C-148234-7928-31,train,huggingface,C,C,5,C2,monoclinic,-154.177255,-154.177255,0.379729999999995,2,1.0,False,3.432340413617125,-0.2746478712599263,0,0,0,-0.46155211704020954,0,0,0,0,0
937,C-90804-2418-60,train,huggingface,C,C,227,Fd-3m,cubic,-154.5513,-154.5513,0.0056849999999997,1,0.8961082383349753,False,-1.7004410780723491,2.2952412250782785,0,0,0,-0.5106804367160102,0,0,0,0,0
938,C-13651-5621-11,train,huggingface,C,C,1,P1,triclinic,-154.09071833333334,-154.09071833333334,0.4662666666666553,2,1.0,False,2.131648932831638,1.0554833056870452,0,0,0,-0.4337996499305738,0,0,0,0,0
939,C-13927-8536-40,train,huggingface,C,C,69,Fmmm,orthorhombic,-154.19736133333333,-154.19736133333333,0.3596236666666641,1,1.0,False,-2.296694488967224,2.3620528045949185,0,0,0,-0.4250233686995141,0,0,0,0,0
940,C-142759-6873-6,train,huggingface,C,C,12,C2/m,monoclinic,-154.448985,-154.448985,0.108000000000004,0,0.8448195540074813,False,-1.9176968973162645,-3.393432845128354,0,0,0,-0.4998430635361187,0,0,0,0,0
941,C-72703-290-39,train,huggingface,C,C,227,Fd-3m,cubic,-154.546371,-154.546371,0.0106140000000038,1,1.0,False,-2.61012919367716,2.4091194343879527,0,0,0,-0.4900758398759026,0,0,0,0,0
942,C-189700-5976-3,train,huggingface,C,C,2,P-1,triclinic,-154.25106699999998,-154.25106699999998,0.3059180000000197,0,0.8485771725812729,False,-1.2562334673423294,-3.1419447133306115,0,0,0,-0.4938668217550674,0,0,0,0,0
943,C-102877-398-29,train,huggingface,C,C,12,C2/m,monoclinic,-154.20490083333334,-154.20490083333334,0.352084166666657,2,1.0,False,2.2961949282157064,-0.9943226589224996,0,0,0,-0.4433448977674921,0,0,0,0,0
944,C-113058-1288-5,train,huggingface,C,C,2,P-1,triclinic,-154.0780525,-154.0780525,0.4789324999999849,0,0.8619656170600001,False,-1.3607731798518192,-3.22538668399019,0,0,1,-0.5273468694352189,0,1,1,0,0
945,C-13902-2321-44,train,huggingface,C,C,2,P-1,triclinic,-154.254239,-154.254239,0.3027459999999848,0,0.8791686322698409,False,-2.055277634197433,-3.317412165574635,0,0,0,-0.49399500661096957,0,0,0,0,0
946,C-47666-6962-32,train,huggingface,C,C,1,P1,triclinic,-154.095615625,-154.095615625,0.4613693750000038,2,0.768108976294711,False,2.0114201794464264,0.1842677236942282,0,0,0,-0.4832001758283954,0,0,0,0,0
947,C-170376-6835-28,train,huggingface,C,C,8,Cm,monoclinic,-154.089115,-154.089115,0.4678700000000049,2,1.0,False,0.5206318973666701,0.378075390945428,0,0,0,-0.4335569474174719,0,0,0,0,0
948,C-177262-5714-43,train,huggingface,C,C,12,C2/m,monoclinic,-154.22049375,-154.22049375,0.3364912499999946,1,1.0,False,-0.6098721237443872,2.3281997843122224,0,0,0,-0.4256509342355247,0,0,0,0,0
949,C-28238-1215-23,train,huggingface,C,C,2,P-1,triclinic,-154.073262,-154.073262,0.4837229999999977,2,0.9893767706904434,False,1.8662921785800075,-1.478182906287001,0,0,0,-0.44051863918806455,0,0,0,0,0
950,C-148240-6826-26,train,huggingface,C,C,74,Imma,orthorhombic,-154.10275875,-154.10275875,0.4542262500000049,2,1.0,False,0.5367691354883215,-0.1318958566547924,0,0,0,-0.469792425348572,0,0,0,0,0
951,C-47648-3167-48,train,huggingface,C,C,12,C2/m,monoclinic,-154.239875,-154.239875,0.3171099999999853,2,1.0,False,2.701254680368418,0.6301107820635793,0,0,0,-0.42651576714357775,0,0,0,0,0
952,C-73651-4102-2,train,huggingface,C,C,12,C2/m,monoclinic,-154.223695,-154.223695,0.3332900000000052,1,1.0,False,-0.4797753489958294,2.22441899248843,0,0,0,-0.447275117585323,0,0,0,0,0
953,C-148262-6595-47,train,huggingface,C,C,12,C2/m,monoclinic,-154.36679625,-154.36679625,0.1901887500000043,1,1.0,False,-0.9972722763530432,2.4767861819602417,0,0,0,-0.41469172691355005,0,0,0,0,0
954,C-90833-5103-4,train,huggingface,C,C,1,P1,triclinic,-154.1157125,-154.1157125,0.4412724999999966,1,0.819400378125954,False,1.621526193684923,2.1471068148820227,0,0,0,-0.4991061521220021,0,0,0,0,0
955,C-9632-1856-52,train,huggingface,C,C,6,Pm,monoclinic,-154.09693,-154.09693,0.4600550000000112,2,1.0,False,2.607654086166881,0.0120722824135955,0,0,0,-0.4384527556497057,0,0,0,0,0
956,C-170904-2880-9,train,huggingface,C,C,1,P1,triclinic,-154.0715175,-154.0715175,0.4854674999999986,2,0.7441765651629816,False,4.865005624378599,-0.5919061555042339,0,0,0,-0.5097603415665273,0,0,0,0,0
957,C-107732-5386-46,train,huggingface,C,C,2,P-1,triclinic,-154.0704025,-154.0704025,0.4865824999999972,2,1.0,False,4.093329601021463,-0.3562120047258679,0,0,0,-0.4631259309333345,0,0,0,0,0
958,C-53820-5674-1,train,huggingface,C,C,12,C2/m,monoclinic,-154.43435250000002,-154.43435250000002,0.1226324999999803,0,1.0,False,-2.3071743310154664,-2.9403145315892187,0,0,0,-0.452523257425111,0,0,0,0,0
959,C-90815-4602-57,train,huggingface,C,C,2,P-1,triclinic,-154.19959125,-154.19959125,0.3573937499999999,0,0.8601777797586494,False,-1.671781565005123,-3.098420813500672,0,0,0,-0.49396879568236945,0,0,0,0,0
960,C-141029-5572-2,train,huggingface,C,C,2,P-1,triclinic,-154.168772,-154.168772,0.3882130000000074,2,0.8110164363978432,False,2.334397139038453,-0.5290578622596535,0,0,0,-0.4645721465860984,0,0,0,0,0
961,C-57113-4466-66,train,huggingface,C,C,12,C2/m,monoclinic,-154.280253125,-154.280253125,0.2767318749999958,-1,0.0,True,5.276233650144466,-2.498814756929552,1,1,1,-0.5827816515715518,0,3,1,1,1
962,C-73615-2489-47,train,huggingface,C,C,65,Cmmm,orthorhombic,-154.17519333333334,-154.17519333333334,0.3817916666666576,2,0.8575527204283525,False,2.669796359356337,-0.0171148149505795,0,0,0,-0.44936242322400943,0,0,0,0,0
963,C-193952-2283-19,train,huggingface,C,C,8,Cm,monoclinic,-154.123602,-154.123602,0.4333829999999921,2,1.0,False,2.1759893065128257,-0.1788725396104241,0,0,0,-0.42151130898838746,0,0,0,0,0
964,C-102873-2379-3,train,huggingface,C,C,12,C2/m,monoclinic,-154.16446125,-154.16446125,0.3925237500000094,2,1.0,False,1.321685444240296,-0.6158104083454499,0,0,0,-0.4243069996871951,0,0,0,0,0
965,C-177242-5746-3,train,huggingface,C,C,12,C2/m,monoclinic,-154.28053125,-154.28053125,0.2764537500000017,2,0.8649589663720738,False,1.0845999023159,-2.136817931386253,0,0,0,-0.4774707222869701,0,0,0,0,0
966,C-53801-6753-6,train,huggingface,C,C,12,C2/m,monoclinic,-154.192206,-154.192206,0.3647789999999986,2,1.0,False,1.7238747248170665,0.2786082178625094,0,0,0,-0.4246556550882115,0,0,0,0,0
967,C-193909-3159-37,train,huggingface,C,C,6,Pm,monoclinic,-154.13750142857145,-154.13750142857145,0.4194835714285432,2,0.9324611986334878,False,4.039045707058675,-0.6827955968180811,0,0,0,-0.4765125571617444,0,0,0,0,0
968,C-148223-6845-46,train,huggingface,C,C,44,Imm2,orthorhombic,-154.104455,-154.104455,0.4525299999999959,2,1.0,False,1.1340536538866153,0.1071111385866696,0,0,0,-0.422518553673297,0,0,0,0,0
969,C-148260-6843-39,train,huggingface,C,C,166,R-3m,trigonal,-154.46374125,-154.46374125,0.0932437499999991,0,1.0,False,-1.3216919758694317,-3.104852617084886,0,0,0,-0.4596938338673255,0,0,0,0,0
970,C-9597-1186-51,train,huggingface,C,C,42,Fmm2,orthorhombic,-154.16646,-154.16646,0.3905249999999967,1,1.0,False,-2.194278005039,1.9677173157495544,0,0,0,-0.44971338538534555,0,0,0,0,0
971,C-184056-7379-47,train,huggingface,C,C,1,P1,triclinic,-154.105935,-154.105935,0.4510500000000093,2,1.0,False,0.9222668433547102,1.0725220309001744,0,0,0,-0.4235727146782479,0,0,0,0,0
972,C-40142-1323-31,train,huggingface,C,C,227,Fd-3m,cubic,-154.54957266666665,-154.54957266666665,0.0074123333333488,1,1.0,False,-2.706334973957878,2.502790385750393,0,0,0,-0.47573745932365974,0,0,0,0,0
973,C-47631-7826-32,train,huggingface,C,C,12,C2/m,monoclinic,-154.36557,-154.36557,0.1914150000000063,1,1.0,False,-1.0670394337120452,2.436495071778998,0,0,0,-0.4052928484584743,0,0,0,0,0
974,C-194820-5361-2,train,huggingface,C,C,1,P1,triclinic,-154.14435,-154.14435,0.4126349999999945,2,0.7730233509046216,False,3.060076010464868,-0.0534477784345592,0,0,0,-0.4957458802946731,0,0,0,0,0
975,C-80146-3724-17,train,huggingface,C,C,166,R-3m,trigonal,-154.4683425,-154.4683425,0.0886424999999917,0,0.7054395573978406,False,-0.835550081792401,-3.318232521371393,0,0,0,-0.4998409099300169,0,0,0,0,0
976,C-189744-1391-22,train,huggingface,C,C,2,P-1,triclinic,-154.24289900000002,-154.24289900000002,0.3140859999999748,-1,0.0,True,-2.489529756852026,-3.702873778029229,1,1,1,-0.5801848040617686,0,3,1,1,1
977,C-172959-2703-48,train,huggingface,C,C,12,C2/m,monoclinic,-154.15209966666666,-154.15209966666666,0.4048853333333397,2,0.8132762939465731,False,-0.7756513301469038,-0.3339403223764333,0,0,0,-0.4832086616573838,0,0,0,0,0
978,C-176637-1600-31,train,huggingface,C,C,1,P1,triclinic,-154.304834,-154.304834,0.2521509999999978,1,1.0,False,-1.1922380908069727,2.249977297773982,0,0,0,-0.4383258946416854,0,0,0,0,0
979,C-80178-6213-37,train,huggingface,C,C,2,P-1,triclinic,-154.215435625,-154.215435625,0.3415493749999996,-1,0.0,True,0.36151797989083,1.815050355625646,1,1,1,-0.5437475444207028,0,3,1,1,1
980,C-28224-863-47,train,huggingface,C,C,12,C2/m,monoclinic,-154.2319975,-154.2319975,0.3249874999999917,2,0.8819589919765448,False,0.9263871686384,-1.278649321050214,0,0,0,-0.4621654036841605,0,0,0,0,0
981,C-56489-4783-58,train,huggingface,C,C,11,P2_1/m,monoclinic,-154.46408666666667,-154.46408666666667,0.0928983333333235,0,0.763173903475198,False,0.6056648879941715,-3.221277903246719,0,0,1,-0.5307082698868886,0,1,1,0,0
982,C-141053-1510-20,train,huggingface,C,C,38,Amm2,orthorhombic,-154.249126,-154.249126,0.3078590000000076,1,1.0,False,0.2576401644306937,1.9466637814295416,0,0,0,-0.4553807615663378,0,0,0,0,0
983,C-184084-4554-46,train,huggingface,C,C,2,P-1,triclinic,-154.190181,-154.190181,0.3668040000000019,0,0.9093914062382498,False,-1.627995227253083,-3.0654388459923085,0,0,0,-0.5165921138170925,0,0,0,0,0
984,C-92114-1640-38,train,huggingface,C,C,12,C2/m,monoclinic,-154.162655,-154.162655,0.3943299999999965,2,1.0,False,0.2470887997516879,-0.1920399458560942,0,0,0,-0.44531406283539693,0,0,0,0,0
985,C-137439-5086-66,train,huggingface,C,C,1,P1,triclinic,-154.07410458333334,-154.07410458333334,0.48288041666666,-1,0.0,True,4.778375541040218,-0.8001149793653848,1,1,1,-0.594799165791151,0,3,1,1,1
986,C-170924-4524-7,train,huggingface,C,C,12,C2/m,monoclinic,-154.366225,-154.366225,0.1907600000000116,1,1.0,False,-0.9823961707061474,2.489592907807838,0,0,0,-0.4127382109381921,0,0,0,0,0
987,C-170372-5246-21,train,huggingface,C,C,2,P-1,triclinic,-154.45617483333334,-154.45617483333334,0.1008101666666618,0,0.8878919774728052,False,-2.0963250417342465,-3.1673623176139203,0,0,0,-0.47250175556528595,0,0,0,0,0
988,C-142789-7601-60,train,huggingface,C,C,1,P1,triclinic,-154.07970416666666,-154.07970416666666,0.4772808333333387,2,1.0,False,2.325132916009035,0.2554666104379957,0,0,0,-0.42393606275773793,0,0,0,0,0
989,C-130516-3871-47,train,huggingface,C,C,1,P1,triclinic,-154.306656,-154.306656,0.2503289999999936,1,1.0,False,-1.2738320621878014,2.2855499119795697,0,0,0,-0.450073309542445,0,0,0,0,0
990,C-145397-8330-54,train,huggingface,C,C,12,C2/m,monoclinic,-154.43354583333334,-154.43354583333334,0.1234391666666567,1,1.0,False,0.1077347387627911,2.168444808569238,0,0,0,-0.4241089106137148,0,0,0,0,0
991,C-176646-2657-5,train,huggingface,C,C,2,P-1,triclinic,-154.152897,-154.152897,0.4040880000000015,1,1.0,False,-1.0564858442033431,2.067416810316664,0,0,0,-0.496838704469236,0,0,0,0,0
992,C-157674-4910-33,train,huggingface,C,C,2,P-1,triclinic,-154.132169,-154.132169,0.4248159999999927,2,1.0,False,2.0122556054218923,0.5044404532766397,0,0,0,-0.451544816932562,0,0,0,0,0
993,C-193946-2107-44,train,huggingface,C,C,2,P-1,triclinic,-154.12877833333332,-154.12877833333332,0.4282066666666821,0,1.0,False,-2.452568527661262,-2.947178143631384,0,0,0,-0.45446772358162724,0,0,0,0,0
994,C-184068-6075-23,train,huggingface,C,C,6,Pm,monoclinic,-154.243022,-154.243022,0.3139630000000011,2,1.0,False,2.4813198628935766,-0.8160353544721425,0,0,0,-0.42878604978031565,0,0,0,0,0
