formula,elements,num_atoms,a,b,c,alpha,beta,gamma,volume,volume_per_atom,density,b_over_a,c_over_a,angle_deviation,space_group_number,space_group_symbol,crystal_system,mean_bond_length,std_bond_length,min_bond_length,max_bond_length,mean_coordination,std_coordination,min_coordination,max_coordination,row_index,split,source_file,material_id,energy,relative_energy,cluster_hierarchical,PC1,PC2
C,C,8,2.52879,4.97991,4.22298,86.3061,72.0892,71.46709,47.94632117541518,5.993290146926897,3.327760896959742,1.969285705811871,1.669960732207894,40.137609999999995,1,P1,triclinic,1.4905284953586366,0.0789949051257836,1.3708997995492025,1.6478233397931268,3.5,0.5,3.0,4.0,2384,train,huggingface,C-113030-1519-3,-154.10590875,0.4510762499999998,0,0.5051406188214926,1.5029783915298134
C,C,6,2.48193,3.84617,3.74198,90.05137,90.00931,90.01808,35.720642730571235,5.953440455095206,3.3500354535348245,1.5496690075868376,1.5076895802863093,0.0787600000000026,51,Pmma,orthorhombic,1.5265715585793334,0.0232209571098894,1.5086837471364791,1.5762214670168733,4.0,0.0,4.0,4.0,2385,train,huggingface,C-13937-9715-19,-154.1560445,0.4009404999999901,2,2.668910586964472,-1.9650998983792924
C,C,6,2.4824,3.687819999999999,4.89626,66.87045000000002,59.54330000000001,70.32848,34.993913088233406,5.832318848038901,3.4196066975631187,1.4855865291653236,1.9723896229455364,73.25776999999997,12,C2/m,monoclinic,1.5272362310197465,0.0244526815750698,1.4933963284343286,1.576128908898638,4.0,0.0,4.0,4.0,2386,train,huggingface,C-40114-7976-13,-154.3111595,0.2458254999999951,2,2.5899708631943796,-1.7735252548767104
C,C,10,2.4873,4.67049,6.25446,70.54294,90.00408999999999,122.18618,56.52967571420313,5.652967571420313,3.5281003018502073,1.8777348932577496,2.514557954408395,51.64732999999998,11,P2_1/m,monoclinic,1.5295307954186488,0.0373338528664859,1.4505507642198023,1.56290004775426,4.0,0.0,4.0,4.0,2387,train,huggingface,C-126181-8319-38,-154.330325,0.2266600000000096,2,2.4190118625364216,0.2122809111295784
C,C,8,2.5268200000000003,4.709,4.29556,68.45466,85.06089,78.24426,46.53992371433024,5.81749046429128,3.4283230402350404,1.8636072217253303,1.6999865443521895,38.24019,2,P-1,triclinic,1.5182704921073973,0.0703782655296761,1.3014215050731597,1.590229810840178,3.75,0.4330127018922193,3.0,4.0,2388,train,huggingface,C-170892-2455-39,-154.06842,0.4885649999999941,0,0.7174475213933547,1.3167746932246907
C,C,6,2.48859,3.5174899999999996,4.30644,65.90748,73.20346,89.99698000000001,32.643567680125045,5.4405946133541745,3.665819273893969,1.4134469719801173,1.7304738828011044,40.89207999999998,227,Fd-3m,cubic,1.52316224903043,0.0004820504102453,1.522416325255124,1.5237860702630228,4.0,0.0,4.0,4.0,2389,train,huggingface,C-136247-3248-36,-154.549614,0.0073710000000062,2,3.491415118462374,-3.2693550352269676
C,C,6,2.48002,3.6852900000000006,4.89834,113.18588,120.44697,70.41372,34.95378323983575,5.825630539972625,3.4235326902778764,1.4859920484512223,1.9751211683776744,73.21912999999999,12,C2/m,monoclinic,1.526710724567404,0.024338208768176,1.4931304139421313,1.5757959540152873,4.0,0.0,4.0,4.0,2390,train,huggingface,C-92120-3753-45,-154.307839,0.2491459999999961,2,2.5463664221534814,-1.7379527482218493
C,C,6,2.48116,3.68796,4.21842,75.06948000000001,89.9556,70.36775000000002,34.9725531420847,5.828758857014116,3.421695267265564,1.4863854003772428,1.7001805607054763,34.60716999999997,12,C2/m,monoclinic,1.526879896803479,0.0237907714903397,1.4923384779838842,1.5727744745648724,4.0,0.0,4.0,4.0,2391,train,huggingface,C-184060-4400-44,-154.30884616666663,0.2481388333333711,2,2.6255111492464023,-1.843852097203104
C,C,14,4.48926,3.33684,8.15385,96.94839000000002,97.83517,132.70098,85.01927061123683,6.072805043659774,3.2841885177756422,0.7432939950014034,1.8163015730877696,57.48454000000001,1,P1,triclinic,1.5083686220666594,0.0549504983418568,1.3633782123174496,1.6098136627979154,3.7142857142857144,0.4517539514526256,3.0,4.0,2392,train,huggingface,C-176633-3584-14,-154.1520164285714,0.4049685714286113,0,0.005115953742571204,1.4513543827968562
C,C,6,2.4301099999999995,3.98625,5.7609,127.17941,102.09673,90.0193,42.89459011421449,7.149098352369081,2.7897555204941726,1.6403578438836106,2.3706334281164234,49.29544,166,R-3m,trigonal,1.4022922849094086,0.000821645612437,1.401024073914324,1.403146316074943,3.0,0.0,3.0,3.0,2393,train,huggingface,C-126157-7089-32,-154.45347966666665,0.1035053333333451,1,-3.1827315788085744,-2.7075188801507544
C,C,8,2.4315799999999994,3.1025499999999995,8.39907,113.41695,89.99961000000002,91.18717,58.129798753525456,7.266224844190682,2.744786601397667,1.275939923835531,3.454161491704983,24.60450999999999,12,C2/m,monoclinic,1.4018817747259475,0.0023721776247468,1.3973122929905797,1.40377170214325,3.0,0.0,3.0,3.0,2394,train,huggingface,C-47660-7998-20,-154.46070625,0.0962787500000104,1,-3.828749768299899,-1.2531997967219046
C,C,12,2.50386,4.301329999999999,6.85523,82.64662000000001,76.5861,95.81917,70.56503384739648,5.8804194872830395,3.391635008048104,1.7178795939070073,2.73786473684631,26.586449999999985,1,P1,triclinic,1.5139170259373012,0.0883834902907036,1.327390051729942,1.6392340489805937,3.6666666666666665,0.4714045207910317,3.0,4.0,2395,train,huggingface,C-148264-7891-26,-154.087035,0.4699500000000114,0,0.5594746520149415,3.085564698116924
C,C,8,2.48772,3.51705,4.97351,89.99141,89.98309,89.99065,43.51540261691406,5.439425327114257,3.666607296851766,1.4137644107857796,1.999224189217436,0.0348499999999916,227,Fd-3m,cubic,1.5230547510039374,0.0013877520885308,1.5214907000673383,1.524737366062032,4.0,0.0,4.0,4.0,2396,train,huggingface,C-90856-6520-31,-154.54212,0.0148649999999861,2,3.4236577456104658,-2.5217652770054757
C,C,8,2.43695,4.68958,4.686,75.44937,105.00794,74.90403,46.9347524786821,5.8668440598352625,3.3994829914803395,1.924364471983422,1.9228954225568848,44.65453999999998,44,Imm2,orthorhombic,1.5092921969872837,0.037431293014204,1.4521297280878187,1.5664362095013822,3.75,0.4330127018922193,3.0,4.0,2397,train,huggingface,C-107721-8342-46,-154.164495,0.3924900000000093,0,1.1702008387987348,0.2505398534494507
C,C,6,2.97733,3.6344500000000006,4.51505,101.70577,102.87474,108.00901,43.305512099929786,7.217585349988298,2.7632837892398148,1.220707815391643,1.5164761716034163,42.58952000000001,2,P-1,triclinic,1.4086248581049463,0.0225935020949686,1.3838373187913438,1.4510906054967732,3.0,0.0,3.0,3.0,2398,train,huggingface,C-130530-3416-30,-154.101555,0.4554300000000069,1,-3.390859073356742,-2.5055823778616637
C,C,12,2.462870000000001,4.98744,6.30786,71.69477000000002,101.23239,89.94517999999998,71.99137753931288,5.999281461609407,3.324437555181328,2.025052073394048,2.5611826852412016,29.592439999999996,8,Cm,monoclinic,1.502939114068232,0.0767366168414709,1.3423689344143634,1.7329796943760971,3.6666666666666665,0.4714045207910317,3.0,4.0,2399,train,huggingface,C-90849-4956-14,-154.24822333333333,0.308761666666669,0,0.7091518770184941,3.3278731208909407
C,C,6,2.4812,3.6890800000000006,4.21567,75.2253,90.00324000000002,70.35912,34.984541190293534,5.830756865048922,3.420522765171087,1.4868128325004033,1.6990448170240209,34.41882000000001,12,C2/m,monoclinic,1.526872917230316,0.0242426138332101,1.4910272759330134,1.5702842183929662,4.0,0.0,4.0,4.0,2400,train,huggingface,C-170340-7457-27,-154.30932633333333,0.2476586666666662,2,2.6097086563300773,-1.8406119211635215
C,C,6,2.43035,4.88811,6.07524,43.79361,66.29049,60.074880000000014,43.182641739886016,7.197106956647669,2.77114633910724,2.0112782109572698,2.4997387207603845,99.84102,63,Cmcm,orthorhombic,1.4453271995197088,0.0505141336696811,1.3783117809450838,1.49402392975876,3.3333333333333335,0.4714045207910317,3.0,4.0,2401,train,huggingface,C-28236-2280-28,-154.25523033333334,0.3017546666666533,0,-1.8846984029739429,0.24798635732410174
C,C,10,3.5338099999999995,4.937260000000001,5.88591,75.41075,51.41431000000001,62.783669999999994,71.30347155467709,7.1303471554677085,2.7970919452054663,1.397149252506502,1.6655988861879956,80.39127,2,P-1,triclinic,1.4101742227051604,0.0361108352794348,1.3468983761061326,1.4729147880457425,3.0,0.0,3.0,3.0,2402,train,huggingface,C-157707-3900-16,-154.17287,0.3841150000000084,1,-3.5916243002755732,-0.8645565220374941
C,C,12,2.50406,4.65282,7.79434,102.32316,90.21387,57.34724000000001,74.00906334369165,6.1674219453076375,3.233804460265869,1.85811042866385,3.112681006046181,45.18978999999996,38,Amm2,orthorhombic,1.5020409905541263,0.0459786467518141,1.365875601665472,1.58147702368077,3.6666666666666665,0.4714045207910317,3.0,4.0,2403,train,huggingface,C-13696-4228-11,-154.06592750000002,0.4910574999999824,0,0.02338829672400566,2.438550161527932
C,C,16,4.822570000000001,4.5001999999999995,5.78377,110.12577,77.51559,105.16594,112.64563416762118,7.040352135476324,2.8328464558723505,0.9331538992694765,1.1993128145366472,47.776120000000006,1,P1,triclinic,1.4525718577697573,0.0795288372621883,1.344725306785613,1.6732599215377817,3.25,0.4330127018922193,3.0,4.0,2404,train,huggingface,C-177264-2024-41,-154.0853875,0.4715975000000014,0,-1.8358335104915326,2.2183447279782995
C,C,8,4.32464,4.67439,3.82679,75.4908,90.19754,53.086629999999985,58.68334104523261,7.335417630654076,2.7188958555995772,1.080873783713789,0.8848805912168413,51.620110000000025,2,P-1,triclinic,1.4099197535843733,0.0382421043442005,1.3748300629476329,1.4640805743457166,3.0,0.0,3.0,3.0,2405,train,huggingface,C-170886-315-24,-154.202,0.3549849999999992,1,-3.624616543925252,-2.24263308417997
C,C,14,3.2793599999999996,3.28117,8.09379,93.38646,73.45644,81.31043000000001,82.04643597470636,5.860459712479026,3.4031863665249653,1.00055193696331,2.4681004830210775,28.61959,12,C2/m,monoclinic,1.51579983069166,0.0439550797699756,1.351713495480869,1.5685518545114272,3.857142857142857,0.3499271061118826,3.0,4.0,2406,train,huggingface,C-126163-8054-33,-154.28177785714288,0.2752071428571128,0,0.5056627466945619,1.6720392495072403
C,C,10,3.68617,4.24839,6.23709,50.70487000000001,103.77771,85.47273,69.90069032316117,6.990069032316117,2.8532245537021597,1.15252145180499,1.6920245132481684,57.600109999999994,2,P-1,triclinic,1.4646597781567536,0.0576467765838036,1.3448198370221338,1.545831745586514,3.4,0.4898979485566356,3.0,4.0,2407,train,huggingface,C-176683-1873-17,-154.14500700000002,0.4119779999999764,0,-1.7569160604703855,0.8049049219276558
C,C,12,4.68988,3.97297,5.2341,67.59183,50.41318999999999,69.34179,68.65279991471755,5.721066659559796,3.4861045643911512,0.8471368137351063,1.1160413486059346,82.65319,1,P1,triclinic,1.5376163038674149,0.052461776536736,1.4209979589321604,1.611584516164899,4.0,0.0,4.0,4.0,2408,train,huggingface,C-76020-2605-53,-154.08883416666666,0.4681508333333397,2,2.266177836673775,-0.7874316220395925
C,C,6,3.2706,3.2733200000000005,4.2385,55.957150000000006,95.16840000000002,80.87229,36.22514177875576,6.037523629792627,3.3033802959645677,1.0008316516847062,1.2959395829511404,48.33896000000001,12,C2/m,monoclinic,1.5007018257919518,0.0595352677426636,1.3450370888277934,1.5712935253359956,3.6666666666666665,0.4714045207910317,3.0,4.0,2409,train,huggingface,C-40118-1783-31,-154.20008683333333,0.3568981666666673,0,0.31172271294796056,-0.5811207271406706
C,C,6,2.48126,3.6886799999999993,4.21785,75.24427,89.93985,70.37443,35.01076358796102,5.83512726466017,3.4179608585176187,1.486615671070343,1.6998823178546387,34.44144999999999,12,C2/m,monoclinic,1.5270027099011678,0.0235214468175972,1.4933869948127805,1.5692088779705904,4.0,0.0,4.0,4.0,2410,train,huggingface,C-130544-211-45,-154.31048933333332,0.2464956666666751,2,2.6108669706974994,-1.8619308625429478
C,C,8,2.4306199999999993,4.08193,6.12816,109.30613,91.86885,92.70902,57.24293993662021,7.155367492077526,2.7873112900434305,1.6793781010606352,2.521233265586559,23.883999999999983,12,C2/m,monoclinic,1.4026601842808375,0.0023537240803135,1.398646257036662,1.404726915778302,3.0,0.0,3.0,3.0,2411,train,huggingface,C-90796-891-12,-154.46753125,0.0894537499999899,1,-3.554778243455417,-1.4935261003115394
C,C,6,2.4317,3.99683,4.65178,84.33297000000002,74.0242,90.68022000000002,43.21645497910192,7.202742496516986,2.7689781502978663,1.6436361393263972,1.9129744623103175,22.32305000000001,166,R-3m,trigonal,1.402658405745027,0.0041182700354373,1.3973761745532356,1.4087055990833843,3.0,0.0,3.0,3.0,2412,train,huggingface,C-53830-4868-34,-154.46166,0.0953250000000025,1,-3.1136950054627084,-2.8909847572529777
C,C,8,4.30637,4.30197,4.19699,60.8084,60.78669,51.74288000000001,51.29946871016048,6.41243358877006,3.110244545846884,0.9989782577902038,0.9746004175210212,96.66203,12,C2/m,monoclinic,1.4981697455472842,0.0090854382392546,1.483240373273956,1.5230958324036443,4.0,0.0,4.0,4.0,2413,train,huggingface,C-148264-7891-7,-154.14357375,0.4134112499999958,2,1.1989936726601607,-2.7572140948260087
C,C,8,4.07557,3.73323,4.38856,90.00298,66.95782,106.71203,58.368121843387975,7.296015230423497,2.733579353276621,0.9160019334718824,1.076796619859308,39.757189999999994,2,P-1,triclinic,1.4094468603906278,0.0377036921533077,1.375176673237259,1.4636421894897744,3.0,0.0,3.0,3.0,2414,train,huggingface,C-73639-7493-37,-154.19091125,0.3660737499999982,1,-3.5762045251058736,-2.3153351765566494
C,C,6,2.4810299999999996,3.68813,4.21768,104.81772,90.00348,70.37585999999999,34.98628283651021,5.831047139418369,3.420352488706998,1.48653180332362,1.6999713828530894,34.445340000000016,12,C2/m,monoclinic,1.526871874715905,0.0240445307638197,1.492700355292854,1.5712627426756174,4.0,0.0,4.0,4.0,2415,train,huggingface,C-136241-2721-36,-154.30922233333334,0.2477626666666594,2,2.6162892640627766,-1.8310550707321027
C,C,8,2.42974,4.6278,5.63083,70.58792,93.01982,86.33603000000001,59.409602377359334,7.426200297169917,2.6856583174410305,1.9046482339674204,2.3174619506613876,26.09586999999999,12,C2/m,monoclinic,1.4008379869513676,0.0036276335925342,1.3949662960376297,1.403835802654663,3.0,0.0,3.0,3.0,2416,train,huggingface,C-76050-9799-4,-154.44162125,0.1153637500000002,1,-3.8396156561838723,-1.3753363218715837
C,C,10,3.58165,4.54479,4.81056,101.38783,75.66535,95.49733,74.28323103521757,7.428323103521757,2.684890831636269,1.268909580779808,1.3431128111345327,31.219809999999995,2,P-1,triclinic,1.4082776318649008,0.0294495114862241,1.3424780813372004,1.4747745849102294,3.0,0.0,3.0,3.0,2417,train,huggingface,C-13933-5578-42,-154.20105,0.3559349999999881,1,-3.874071146689512,-1.1645320413163078
C,C,6,2.47745,2.4781199999999997,6.31064,89.98934,101.31568,120.02456,32.672761334625235,5.445460222437539,3.662543803533624,1.0002704393630546,2.5472320329370923,41.3509,166,R-3m,trigonal,1.5236626996392328,0.0085886798068707,1.5163557728477162,1.543571311465282,4.0,0.0,4.0,4.0,2418,train,huggingface,C-152597-8815-31,-154.5266885,0.0302964999999915,2,3.258964445502291,-2.7067023641478034
C,C,14,2.44933,6.45244,5.53917,90.08301,90.00122999999999,100.96118,85.94471279730166,6.138908056950119,3.2488247763374987,2.6343693989784964,2.261504166445518,11.045420000000007,38,Amm2,orthorhombic,1.499977501738052,0.0572147976777002,1.3941237479175037,1.667565876657904,3.7142857142857144,0.4517539514526257,3.0,4.0,2419,train,huggingface,C-184066-1258-29,-154.32193785714284,0.2350471428571552,0,0.6157920770730895,3.463053453116756
C,C,6,3.51713,4.83396,3.51896,68.66009,120.01313,136.69588,35.53212597494495,5.922020995824158,3.3678091666917225,1.3744046992860657,1.0005203105941491,98.04892,178,P6_122,hexagonal,1.5279601252512578,0.0112823695699326,1.5161912740947208,1.5408413635673892,4.0,0.0,4.0,4.0,2420,train,huggingface,C-13923-8552-41,-154.40884166666666,0.148143333333337,2,2.670720757187286,-3.305977698441327
C,C,6,2.46875,3.376879999999999,5.21942,88.91274,90.0647,111.37159,40.512444624419224,6.75207410406987,2.9537940916637573,1.3678501265822782,2.114195443037975,22.52355,12,C2/m,monoclinic,1.488103888167575,0.0566683074436764,1.404019168791348,1.581446950368432,3.6666666666666665,0.4714045207910317,3.0,4.0,2421,train,huggingface,C-170329-7952-38,-154.15345966666666,0.4035253333333344,0,-0.3270760128893312,0.1249513056362403
C,C,8,2.44825,3.37041,8.03846,70.01805,72.22485,68.68614999999998,56.81791645566709,7.102239556958386,2.8081616277695347,1.3766608802205658,3.283349331154907,59.07095000000001,12,C2/m,monoclinic,1.4686905644335293,0.0609576319482202,1.3992359451965164,1.5910577804889336,3.5,0.5,3.0,4.0,2422,train,huggingface,C-9606-4988-12,-154.19282125,0.3641637499999888,0,-1.2606452341000571,1.3625181157890691
C,C,12,2.48947,5.29013,6.0398,93.36114,90.03196,118.06173,70.03453362783897,5.836211135653247,3.4173260924778184,2.1250025105745403,2.4261388970343085,31.454830000000015,6,Pm,monoclinic,1.5360033663958053,0.0676675798881679,1.4238963017097332,1.6980772195550051,4.0,0.0,4.0,4.0,2423,train,huggingface,C-73669-4812-50,-154.084685,0.4722999999999899,2,2.5631158416652777,1.8981466030918115
C,C,6,2.43017,2.43001,8.45058,86.53964,88.21713999999999,120.01569000000003,43.023469179824005,7.170578196637334,2.781398661049447,0.9999341609846224,3.4773616660562845,35.25891000000004,1,P1,triclinic,1.4029109437165757,0.0009229499087771,1.401601302911273,1.4044827522602448,3.0,0.0,3.0,3.0,2424,train,huggingface,C-157676-6832-44,-154.45623183333333,0.1007531666666636,1,-3.6806512150228166,-2.0149077146559455
C,C,12,2.5643899999999995,5.3069500000000005,6.58472,125.98965,90.03825,89.98603,72.50716270825468,6.042263559021223,3.300788917971029,2.069478511458866,2.567752954893757,36.04187,10,P2/m,monoclinic,1.512756878619026,0.0905767243074969,1.2892191790506846,1.68307601187556,3.6666666666666665,0.4714045207910317,3.0,4.0,2425,train,huggingface,C-76008-2415-52,-154.10871666666665,0.4482683333333455,0,0.32415898243123814,3.694347332081436
C,C,6,2.47983,3.69049,5.98326,54.79408000000001,51.52116000000001,70.33440000000002,35.00431348607713,5.834052247679522,3.418590672205619,1.488202820354621,2.4127702302173937,93.35035999999997,12,C2/m,monoclinic,1.5270138071131534,0.0239562502313696,1.4927934279719588,1.569995611761278,4.0,0.0,4.0,4.0,2426,train,huggingface,C-126140-1845-26,-154.315752,0.241232999999994,2,2.4823568078114127,-1.54951097116909
C,C,12,2.4835,4.8266599999999995,6.7346,89.99173,56.415860000000016,89.99363000000001,67.25219413611771,5.604349511343142,3.558706778495974,1.9434910408697403,2.7117374672840753,33.59877999999997,63,Cmcm,orthorhombic,1.525657695182928,0.0374365820735612,1.4982942384932676,1.647550943573115,4.0,0.0,4.0,4.0,2427,train,huggingface,C-148264-7891-53,-154.44483499999998,0.1121500000000139,2,3.019034756562654,0.7836109483420326
C,C,6,3.4200399999999997,3.63459,4.82206,67.95765,94.22880999999998,56.88253,43.4297659876378,7.238294331272967,2.7553779498726096,1.0627331844072,1.409942573771067,59.38862999999998,12,C2/m,monoclinic,1.4097624752396791,0.0187896691611235,1.3906454099860626,1.4456908747963624,3.0,0.0,3.0,3.0,2428,train,huggingface,C-193918-9298-43,-154.10364766666666,0.4533373333333372,1,-3.4223165233635253,-2.874198600060553
C,C,16,2.4448800000000004,6.533,7.06699,115.43645,94.35247,101.56448000000002,98.17713199716904,6.136070749823064,3.250327026567048,2.6721147868198027,2.890526324400379,41.35340000000003,8,Cm,monoclinic,1.485894082855626,0.0666249884144887,1.368947896900497,1.6733862825193655,3.5,0.5,3.0,4.0,2429,train,huggingface,C-13673-3188-22,-154.135711875,0.421273124999999,0,-0.03838130282791072,4.620683354416913
C,C,18,2.4807900000000003,6.88193,7.12837,122.16831000000002,85.91704,92.24989,102.7559501490763,5.708663897170905,3.493678547963103,2.774088092905888,2.8734274162665923,38.50116000000003,1,P1,triclinic,1.514466018707722,0.0605511993136602,1.341467230971304,1.6084313526500922,3.7777777777777777,0.415739709641549,3.0,4.0,2430,train,huggingface,C-91026-6945-4,-154.23540833333334,0.3215766666666582,0,0.6618146044133459,4.851980426406657
C,C,10,4.25728,4.59824,3.98264,60.323640000000005,82.31593,58.59252,56.99528954745649,5.699528954745649,3.499278054982262,1.0800886951292843,0.9354893265183404,68.76791,5,C2,monoclinic,1.5358823743853878,0.0311055142222349,1.4769210379922282,1.5901158366681376,4.0,0.0,4.0,4.0,2431,train,huggingface,C-141033-8048-22,-154.0804,0.476585,2,2.5778202780676995,-1.6053843974515745
C,C,8,2.5071299999999996,3.4185,6.36093,81.81249999999999,89.9727,68.50616999999998,50.12963767076722,6.266204708845902,3.182825573336676,1.3635112658697397,2.537136087877374,29.708630000000028,74,Imma,orthorhombic,1.5231241559098665,0.0411540156892174,1.4648942699166072,1.582506381024987,4.0,0.0,4.0,4.0,2432,train,huggingface,C-106861-4375-52,-154.12506625,0.4319187499999941,2,1.9267446264667707,-0.7656053513191405
C,C,12,3.37122,3.37572,6.86656,90.00752000000001,60.609559999999995,90.00225,68.08607542746125,5.673839618955104,3.5151216697151506,1.0013348283410752,2.0368175319320603,29.400210000000023,138,P4_2/ncm,tetragonal,1.5289199956607948,0.0303573954357084,1.512630139665085,1.5966239312830104,4.0,0.0,4.0,4.0,2433,train,huggingface,C-106865-3848-50,-154.42388166666666,0.133103333333338,2,2.925120158669761,-0.988783774256228
C,C,16,2.4967900000000003,6.16411,6.11868,91.35267,85.85389999999998,97.52888,93.10379671619852,5.818987294762407,3.4274411654118886,2.468813957120943,2.450618594275049,13.027650000000024,1,P1,triclinic,1.5169294612727413,0.0635373434932216,1.351891451157708,1.6368888449597203,3.75,0.4330127018922193,3.0,4.0,2434,train,huggingface,C-80178-6213-22,-154.116996875,0.4399881249999851,0,0.7768518646717423,4.048565959907167
C,C,10,4.57457,4.20609,4.59602,97.32729000000002,89.01552999999998,126.02920000000002,70.74805712007058,7.074805712007058,2.8190507848475517,0.9194503527107466,1.0046889653016569,44.34096000000005,166,R-3m,trigonal,1.4025247996418362,0.0012880030904586,1.3993927921919096,1.4044859681698127,3.0,0.0,3.0,3.0,2435,train,huggingface,C-72712-3931-35,-154.437808,0.1191770000000076,1,-3.3462247206197087,-3.241288406781534
C,C,12,3.49381,3.4299299999999997,6.51368,97.71658,82.61122,91.01,76.70769507312889,6.3923079227607404,3.120036899984603,0.9817162352846892,1.8643486623485537,16.11535999999998,1,P1,triclinic,1.487056501621235,0.064243331686399,1.3602458593161162,1.6035086463989914,3.5,0.5,3.0,4.0,2436,train,huggingface,C-76026-3583-46,-154.10671916666666,0.4502658333333329,0,-0.5260302065420612,1.4550642079970275
C,C,10,2.52094,4.64839,6.47462,52.15214,93.87169000000002,104.44847,57.652230095595876,5.7652230095595876,3.4594041829790387,1.8439113981292692,2.5683356208398456,56.16802000000001,2,P-1,triclinic,1.5224320620184322,0.0697212235296548,1.2854013703482945,1.6219722889274404,3.8,0.3999999999999999,3.0,4.0,2437,train,huggingface,C-193944-7687-15,-154.13307400000002,0.4239109999999755,0,0.7030186275205688,2.370709784177736
C,C,8,3.38899,3.35825,4.59053,68.4513,90.95269999999998,92.12081,48.559986035191905,6.069998254398988,3.285707138486185,0.9909294509573648,1.3545422087406571,24.62220999999998,5,C2,monoclinic,1.5092519517184846,0.0452342952800094,1.3786393860360535,1.56680264864509,3.75,0.4330127018922193,3.0,4.0,2438,train,huggingface,C-148228-7950-32,-154.19892875,0.3580562500000042,0,0.4719511812483163,-0.3706259773927818
C,C,6,2.44957,2.5446999999999997,6.95643,79.06424000000001,111.91164,94.90591,39.4941630973781,6.582360516229683,3.029952027984836,1.0388353874353458,2.8398576076617528,37.75331,12,C2/m,monoclinic,1.4236494854093067,0.0228794514608381,1.4016940374214273,1.4605881025029606,3.0,0.0,3.0,3.0,2439,train,huggingface,C-41306-4542-9,-154.07065433333335,0.486330666666646,1,-2.5417135585088855,-1.9757099958604352
C,C,12,2.58269,4.81156,6.67201,112.88863,114.92283999999998,74.08515,68.66373615426936,5.72197801285578,3.4855493240742947,1.863003302757977,2.583356887586199,63.72631999999997,2,P-1,triclinic,1.5182649374561896,0.0333962689455931,1.4432062025462085,1.5819676500011617,4.0,0.0,4.0,4.0,2440,train,huggingface,C-177224-1603-46,-154.12185,0.4351350000000025,2,2.155129113691216,0.7143362245018983
C,C,20,2.46231,5.03317,9.7895,91.77647,80.41933,89.361,119.55740825359864,5.977870412679932,3.3363447546090685,2.044084619727004,3.975738229548676,11.996139999999984,1,P1,triclinic,1.508204362553437,0.0610663173795376,1.3222063554892662,1.667983107139736,3.7,0.458257569495584,3.0,4.0,2441,train,huggingface,C-50200-5755-29,-154.07737400000002,0.4796109999999771,0,0.10445522362832345,5.657530869253489
C,C,22,2.466019999999999,6.392040000000001,8.79241,67.88523,81.68077,91.95604,126.4517999636486,5.747809089256755,3.469885009290804,2.592047104240842,3.565425260135766,32.39004,1,P1,triclinic,1.5219327599449133,0.0630840826775058,1.4002923010482076,1.699753875803547,3.8181818181818183,0.385694607919935,3.0,4.0,2442,train,huggingface,C-172931-4656-17,-154.1043331818182,0.4526518181818062,0,1.1081534229854013,5.9990312414814815
C,C,10,2.48447,4.59445,5.48684,69.55916000000002,90.01903,105.67634,56.19663084566767,5.619663084566767,3.54900930802242,1.849267650645812,2.2084549219753105,36.13620999999999,12,C2/m,monoclinic,1.5269542166618464,0.0326841044483098,1.473070100199944,1.6037919007362886,4.0,0.0,4.0,4.0,2443,train,huggingface,C-41298-1814-9,-154.380302,0.176682999999997,2,2.742744800245931,-0.019780782354326572
C,C,6,2.43205,3.98989,4.63986,95.92531,105.27732,89.81014,43.186920247887194,7.197820041314532,2.770871802934801,1.6405460414053987,1.907797948232972,21.392489999999995,166,R-3m,trigonal,1.402556277860614,0.0035065248908943,1.3969507749408805,1.4077265580553653,3.0,0.0,3.0,3.0,2444,train,huggingface,C-13911-8164-30,-154.46261066666668,0.0943743333333202,1,-3.1354730714894985,-2.8925911914210656
C,C,8,2.44794,3.371869999999999,7.58291,102.52275000000002,99.28425,68.84767,56.74678309286965,7.093347886608706,2.811681721226375,1.3774316363963166,3.097669877529678,42.95933000000002,12,C2/m,monoclinic,1.468697464149781,0.0617572367172955,1.3988866725537925,1.5904341840010676,3.5,0.5,3.0,4.0,2445,train,huggingface,C-80205-231-37,-154.19242375,0.3645612500000084,0,-1.2337228589199847,1.3157765766479548
C,C,6,2.7806300000000004,5.257350000000001,4.19805,65.56045,91.47694,127.33925,42.21691959968608,7.036153266614346,2.834536974870958,1.890704624491572,1.5097477909682335,63.25573999999999,12,C2/m,monoclinic,1.3992415005366865,0.0016411709042331,1.396551563434428,1.4013569785478333,3.0,0.0,3.0,3.0,2446,train,huggingface,C-96672-9795-25,-154.328457,0.2285280000000114,1,-3.3798095561914376,-2.4195032548918256
C,C,10,3.4851,3.45224,5.85917,83.30414000000002,62.801100000000005,91.88679,61.97416488019833,6.197416488019833,3.218153343999303,0.9905712892026052,1.6812057042839517,35.78154999999998,8,Cm,monoclinic,1.4950210406358362,0.0648892325057716,1.3886355945731843,1.603214461496301,3.6,0.4898979485566356,3.0,4.0,2447,train,huggingface,C-72752-8394-44,-154.258042,0.2989430000000084,0,0.1024551375631733,0.6938594906303096
C,C,8,2.42972,5.446620000000001,4.81847,77.51378,75.3721,47.995180000000005,45.749323175271584,5.718665396908948,3.4875683766806316,2.241665706336533,1.9831379747460611,69.11894,12,C2/m,monoclinic,1.5075774906815398,0.0301201017235661,1.46677372460406,1.5482840361806331,3.75,0.4330127018922193,3.0,4.0,2448,train,huggingface,C-90835-6350-30,-154.23948,0.3175050000000112,0,1.2755595742252144,0.43147379480845943
