formula,elements,num_atoms,a,b,c,alpha,beta,gamma,angle_deviation,angle_std,space_group_number,space_group_symbol,crystal_system,symprec_used,min_bond_length,max_bond_length,bond_length_range,min_coordination,max_coordination,fraction_sp,fraction_other,row_index,split,source_file,material_id,relative_energy,volume_ratio,lattice_asymmetry,bond_complexity,hybridization_diversity
C,C,6,2.47526,4.24775,4.24927,128.06032,89.99130000000001,89.99374,38.07527999999998,17.945333044215754,63,Cmcm,orthorhombic,0.01,1.498693714610338,1.540583667937742,0.0418899533274039,4.0,4.0,0.0,0.0,519,train,huggingface,C-40110-5594-35,0.2708751666666558,5.862965901912667,1.4327787787949549,0.0094012931559045,-1.0000000826903709e-10
C,C,16,2.4872,5.55983,7.03157,90.00449000000002,90.00401,116.58936,26.59786000000001,12.532341041258896,227,Fd-3m,cubic,0.01,1.5186927482622612,1.5248864316128263,0.0061936833505651,4.0,4.0,0.0,0.0,520,train,huggingface,C-34611-1398-68,0.0115434583333353,5.4344719938681925,3.0624798970730134,0.0013570627744561,-1.0000000826903709e-10
C,C,6,2.80037,4.813759999999999,3.62571,112.14097,90.47523,98.25732000000002,30.87352000000004,8.961156620772913,12,C2/m,monoclinic,0.01,1.3781603890475578,1.4381426322469004,0.0599822431993426,3.0,3.0,0.0,0.0,521,train,huggingface,C-13946-920-9,0.4380563333333498,7.449706206452259,1.0136981898820514,0.0147234989348071,-1.0000000826903709e-10
C,C,6,2.54818,2.44063,7.61044,71.98715,116.78836,89.08769,45.71352,18.45987842804737,10,P2/m,monoclinic,0.01,1.3982786877174351,1.4608793959485429,0.0626007082311077,3.0,3.0,0.0,0.0,522,train,huggingface,C-28222-3619-29,0.4844231666666587,6.583687236666637,2.028824494344984,0.0171206317061149,-1.0000000826903709e-10
C,C,8,2.43152,4.20623,5.71575,96.10774000000002,79.21077,89.8301,17.066870000000023,6.973653026446526,2,P-1,triclinic,0.01,1.40086987705638,1.4069817553565844,0.0061118783002043,3.0,3.0,0.0,0.0,523,train,huggingface,C-57140-5474-30,0.1090390833333287,7.135373282612949,2.080566888201619,0.0020112251517416,-1.0000000826903709e-10
C,C,20,2.53239,4.409459999999999,10.91078,91.56891,83.15899,91.22637000000002,9.636290000000017,3.88625366762845,1,P1,triclinic,0.01,1.386345101111866,1.608116924211883,0.2217718231000167,3.0,4.0,0.0,0.0,524,train,huggingface,C-137393-2973-40,0.4470043333333535,6.045098545112562,4.049715881045179,0.044054478635692,0.6730116668092565
C,C,8,2.5496699999999994,3.65184,5.54622,94.64689,76.63246,110.43294000000002,38.44737000000002,13.808980616725083,42,Fmm2,orthorhombic,0.01,1.2920194778163705,1.572614411002932,0.2805949331865618,3.0,4.0,0.0,0.0,525,train,huggingface,C-80144-1745-7,0.372107833333331,5.885067747308839,1.607549212250998,0.0464473390140598,0.5623351444188083
C,C,6,2.53202,2.45706,6.86201,69.62264,97.88753,88.44194000000002,29.822949999999977,11.748707870561764,1,P1,triclinic,0.01,1.4027631012641364,1.4667009171658874,0.0639378159017509,3.0,3.0,0.0,0.0,526,train,huggingface,C-41312-2882-19,0.4746839999999963,6.585192788081204,1.7396979486733908,0.0173308408756992,-1.0000000826903709e-10
C,C,6,4.82425,3.72492,3.64057,106.2607,112.31942999999998,117.56499999999998,66.14512999999997,4.618939420446591,2,P-1,triclinic,0.01,1.3723365792148132,1.4447696200963798,0.0724330408815665,3.0,3.0,0.0,0.0,527,train,huggingface,C-126167-1633-8,0.4205426666666767,7.433665973658559,0.473236254340053,0.0175379475895108,-1.0000000826903709e-10
C,C,14,3.98518,4.623869999999999,4.76167,100.90871,73.90167,108.70065999999998,45.70769999999999,14.911086104656045,1,P1,triclinic,0.01,1.4324141414559026,1.6808917939502763,0.2484776524943739,4.0,4.0,0.0,0.0,528,train,huggingface,C-126183-8981-47,0.4815910476190481,5.668926800610189,0.3551106850882515,0.040505639198375,-1.0000000826903709e-10
C,C,6,2.4814400000000005,4.219930000000001,3.68719,104.91167,109.63934,89.94545,34.60556000000001,8.394362579529197,5,C2,monoclinic,0.01,1.4930438187491362,1.574361782463292,0.0813179637141559,4.0,4.0,0.0,0.0,529,train,huggingface,C-176656-6648-50,0.2457123333333299,5.830696268763874,1.1865046102263197,0.0159520313209692,-1.0000000826903709e-10
C,C,10,2.47226,3.68146,8.11336,66.22896,89.90353,89.91854,23.948970000000003,11.163838898482307,11,P2_1/m,monoclinic,0.01,1.3497180101770414,1.5584693819457225,0.208751371768681,3.0,4.0,0.0,0.0,530,train,huggingface,C-126159-6870-22,0.3588993333333121,6.757917990279594,2.7708655238526694,0.0412513301238734,0.6730116668092565
C,C,6,2.44928,4.543510000000001,3.96345,86.67544,90.01352,105.63407,18.97215,8.26353443257921,8,Cm,monoclinic,0.01,1.3283696290263145,1.6638872382858323,0.335517609259518,3.0,4.0,0.0,0.0,531,train,huggingface,C-136219-6599-12,0.2915958333333321,7.066303454989272,1.4732492814214797,0.0570525571388647,0.6365141680948128
C,C,6,3.72819,3.72736,4.3015,54.72131,54.72156999999999,70.53288,90.02423999999999,7.453584296971942,229,Im-3m,cubic,0.01,1.520208350085516,1.5223616818106176,0.0021533317251014,4.0,4.0,0.0,0.0,532,train,huggingface,C-136214-3679-48,0.4759009999999932,6.639338507803398,0.153999662034392,0.0003237234761189,-1.0000000826903709e-10
C,C,8,2.48628,2.53213,7.89219,98.58898000000002,99.08003,89.94664,17.722370000000012,4.194572997340997,8,Cm,monoclinic,0.01,1.3191457621342708,1.54558978993261,0.2264440277983392,3.0,4.0,0.0,0.0,533,train,huggingface,C-13651-5621-26,0.4005415833333359,6.062505746346195,2.192737744743151,0.0416183352183939,0.6931471803599453
C,C,16,2.47287,4.27341,8.90597,75.76717000000001,73.87812,89.99686,30.35785,7.194645899604016,1,P1,triclinic,0.01,1.4868085026074782,1.6059330394681404,0.1191245368606621,4.0,4.0,0.0,0.0,534,train,huggingface,C-102899-3014-19,0.1985903333333283,5.462664627622273,3.329588696534796,0.0195386383028713,-1.0000000826903709e-10
C,C,6,2.43382,4.88124,5.54369,124.62502,90.06196,119.89825,64.58523,15.301240589357452,40,Ama2,orthorhombic,0.01,1.385703279351787,1.492456900329667,0.1067536209778801,3.0,4.0,0.0,0.0,535,train,huggingface,C-41312-2882-51,0.3005124999999964,7.181622905274388,2.28336113599198,0.0331514204632322,0.6365141680948128
C,C,8,2.48451,3.8242,5.78576,89.88373,64.51137000000001,71.03498,44.56991999999998,10.757888660906774,12,C2/m,monoclinic,0.01,1.4400239179858645,1.6347017030617084,0.1946777850758438,4.0,4.0,0.0,0.0,536,train,huggingface,C-107756-3646-5,0.3331178333333184,5.789048364704766,1.867949817066544,0.0294152260035134,-1.0000000826903709e-10
C,C,8,2.48448,5.84235,4.67834,43.96907999999999,105.40819999999998,102.28238000000002,73.7215,25.661792470681043,12,C2/m,monoclinic,0.01,1.4825940546975147,1.5974686617363256,0.1148746070388109,4.0,4.0,0.0,0.0,537,train,huggingface,C-57109-5472-29,0.1910515833333192,5.678477376886588,2.2345641743946425,0.0222798874940097,-1.0000000826903709e-10
C,C,6,2.42538,4.211660000000001,4.21103,89.43616,90.02415,89.97907,0.6089200000000119,0.2671902598440956,63,Cmcm,orthorhombic,0.01,1.3834520424444168,1.5014772806971688,0.118025238252752,3.0,4.0,0.0,0.0,538,train,huggingface,C-152605-7685-40,0.2501188333333459,7.168843233569381,1.4727300464257151,0.0368342834209467,0.6365141680948128
C,C,6,2.60876,3.6772,4.58534,66.36283,77.00707,90.02636,36.65646,9.676801637264017,12,C2/m,monoclinic,0.01,1.3783252532441637,1.574271487067636,0.1959462338234723,3.0,4.0,0.0,0.0,539,train,huggingface,C-41290-3170-47,0.4754685000000052,6.5103366780330765,1.1672288750210829,0.0467964257888094,0.6365141680948128
C,C,10,2.43686,4.89119,6.54076,79.2432,79.23218,60.06965999999999,51.45496000000001,9.03589711663922,1,P1,triclinic,0.01,1.3883973007972386,1.5754069712509111,0.1870096704536727,3.0,4.0,0.0,0.0,540,train,huggingface,C-189705-3285-29,0.2755653333333328,6.597247807911911,2.691262526365897,0.0396047890335016,0.6730116668092565
C,C,6,3.27361,3.2640200000000004,3.63072,75.56247,75.50717,80.87850000000002,38.05185999999998,2.51913607368788,12,C2/m,monoclinic,0.01,1.345428066405992,1.5714015134445718,0.2259734470385799,3.0,4.0,0.0,0.0,541,train,huggingface,C-40140-2962-15,0.3604798333333292,6.030395995894447,0.1120170087456966,0.0393591541433629,0.6365141680948128
C,C,6,2.48184,3.74033,5.36984,134.23774,90.00186,90.00062999999999,44.24022999999998,20.853283732995685,51,Pmma,orthorhombic,0.01,1.5089054055288031,1.575891192056161,0.0669857865273577,4.0,4.0,0.0,0.0,542,train,huggingface,C-136212-1087-2,0.3974536666666495,5.952239981195891,1.6707321986912935,0.0150166051741941,-1.0000000826903709e-10
C,C,6,2.46129,3.3554300000000006,4.48626,111.91502,84.66378,104.44266,41.69389999999999,11.497199367003349,15,C2/c,monoclinic,0.01,1.4944183172950924,1.5785631516189014,0.0841448343238089,4.0,4.0,0.0,0.0,543,train,huggingface,C-172941-6659-15,0.3531570000000101,5.547834191714476,1.1860081501976607,0.0174074826130835,-1.0000000826903709e-10
C,C,6,3.689680000000001,2.47894,6.27762,78.61388,128.87234,70.36161,69.89685000000001,25.661792470681043,12,C2/m,monoclinic,0.01,1.4915742114036308,1.5714855542614534,0.0799113428578226,4.0,4.0,0.0,0.0,544,train,huggingface,C-72732-3061-23,0.2433546666666757,5.828318322182359,1.0295418572884367,0.0157709405758922,-1.0000000826903709e-10
C,C,6,3.26988,3.62922,4.23507,131.5608,84.74649,104.48759,61.30190000000002,19.189839179715804,12,C2/m,monoclinic,0.01,1.343969694580753,1.56933053414941,0.2253608395686568,3.0,4.0,0.0,0.0,545,train,huggingface,C-176685-9184-8,0.357759499999986,6.036229336741695,0.4050699108224158,0.0397307065459675,0.6365141680948128
C,C,6,3.0178500000000006,3.3293,6.14407,100.82237,81.22437000000001,135.3692,64.9672,22.38359439603975,2,P-1,triclinic,0.01,1.3994736840413364,1.401860236761468,0.0023865527201316,3.0,3.0,0.0,0.0,546,train,huggingface,C-41304-5896-26,0.1235846666666589,7.096861187595803,1.1391122819225603,0.0005228939294361,-1.0000000826903709e-10
C,C,8,4.11664,3.51299,5.3202,117.18451000000002,60.27779999999999,101.42066,68.32737000000003,23.98983011107972,12,C2/m,monoclinic,0.01,1.3993792076457177,1.402921800571992,0.0035425929262742,3.0,3.0,0.0,0.0,547,train,huggingface,C-90821-8000-37,0.1211515833333294,7.424497824393788,0.4390012242994286,0.0010427645807019,-1.0000000826903709e-10
C,C,12,2.48171,4.82746,6.99795,99.32781,79.78938,59.034600000000005,50.50383,16.45213228942072,44,Imm2,orthorhombic,0.01,1.4574109405888007,1.694088696257066,0.2366777556682653,4.0,4.0,0.0,0.0,548,train,huggingface,C-113068-6749-18,0.1652295000000094,5.624053958070867,2.76502492233178,0.0303308695737184,-1.0000000826903709e-10
C,C,6,3.10377,2.42945,5.80368,80.97956,93.27799,84.13727,18.161159999999995,5.215098539895696,2,P-1,triclinic,0.01,1.398416313026714,1.404442653216025,0.006026340189311,3.0,3.0,0.0,0.0,549,train,huggingface,C-40138-885-7,0.105793333333338,7.145931925478785,1.0871391887929835,0.0017876133356483,-1.0000000826903709e-10
C,C,12,2.45206,5.43999,5.4403,83.58058,90.0012,90.03507,6.455690000000004,3.034724031410802,38,Amm2,orthorhombic,0.01,1.454488167335808,1.5664929167946615,0.1120047494588536,3.0,4.0,0.0,0.0,550,train,huggingface,C-148242-4178-52,0.4264661666666711,6.009511237427701,2.4372038204611632,0.0209097692240001,0.4505612086663046
C,C,8,2.45692,3.66319,6.47564,107.00478,79.04554,109.58557999999998,47.54481999999997,13.828608322440347,8,Cm,monoclinic,0.01,1.3968948670914132,1.5800034512329133,0.1831085841415001,3.0,4.0,0.0,0.0,551,train,huggingface,C-142798-9552-10,0.2692378333333352,6.529332910579402,2.126642300115592,0.0330830037623033,0.5623351444188083
C,C,18,3.56789,4.82244,8.13017,98.63675,71.18867000000002,111.24181000000002,48.689890000000005,16.72170464844884,1,P1,triclinic,0.01,1.3512588956795522,1.5857853356874705,0.2345264400079183,3.0,4.0,0.0,0.0,552,train,huggingface,C-79899-8009-46,0.3976042222222133,6.851704346819802,1.630327728713609,0.0394085895351159,0.6365141680948128
C,C,6,2.42971,2.42961,8.69908,85.85481,99.12458,59.992840000000015,43.27692999999998,16.24883367972195,1,P1,triclinic,0.01,1.4005284059936876,1.4048050112874624,0.0042766052937748,3.0,3.0,0.0,0.0,553,train,huggingface,C-41300-4225-18,0.0995331666666743,7.20188251394482,2.580336748006964,0.0010253086692278,-1.0000000826903709e-10
C,C,6,2.70065,4.8223,4.18325,76.69013,59.46493,99.08673,52.93167,16.221392740041363,2,P-1,triclinic,0.01,1.3825358622421913,1.4426211457449571,0.0600852835027658,3.0,3.0,0.0,0.0,554,train,huggingface,C-92116-7433-18,0.431453166666671,7.189736427418967,1.33458611815674,0.0122864217883097,-1.0000000826903709e-10
C,C,8,2.4388100000000006,6.18985,5.82043,57.33670000000001,77.87193,78.60618000000001,56.18518999999998,9.858023092812385,1,P1,triclinic,0.01,1.311768065418637,1.4993977638933726,0.1876296984747356,3.0,4.0,0.0,0.0,555,train,huggingface,C-148230-2113-7,0.4245165833333431,8.992404487232264,2.924647676530766,0.0401214252266883,0.5623351444188083
C,C,10,3.31069,3.39876,5.33626,98.8924,81.62575,87.40981,19.856840000000005,7.175904320975858,1,P1,triclinic,0.01,1.490840429300924,1.6407574616367322,0.1499170323358083,4.0,4.0,0.0,0.0,556,train,huggingface,C-53838-1497-38,0.2489233333333516,5.854968995561665,0.6384288471587496,0.0250554142944929,-1.0000000826903709e-10
C,C,10,2.43865,4.23277,6.52647,90.33628,100.77841,89.99834,11.116349999999995,5.004022732711039,1,P1,triclinic,0.01,1.3895972669797458,1.5898574049522318,0.2002601379724859,3.0,4.0,0.0,0.0,557,train,huggingface,C-72726-1363-14,0.2982493333333309,6.6178123189307625,2.4119656367252373,0.0401911087953539,0.6730116668092565
C,C,10,2.48464,4.77639,5.57879,77.33669,63.53412,74.8594,54.26979,6.008418829048676,12,C2/m,monoclinic,0.01,1.4498609191707,1.6066090792874794,0.1567481601167792,4.0,4.0,0.0,0.0,558,train,huggingface,C-184074-4085-25,0.1861993333333487,5.680464391277885,2.1676782149526685,0.0182410009008735,-1.0000000826903709e-10
C,C,12,2.47155,4.17053,6.64904,96.25159,90.1075,91.29457,7.653660000000002,2.6610571081057195,1,P1,triclinic,0.01,1.4707449821418614,1.617056768301474,0.1463117861596126,4.0,4.0,0.0,0.0,559,train,huggingface,C-80199-6032-61,0.3901745000000005,5.675877692148045,2.3776456070077483,0.0236191074629899,-1.0000000826903709e-10
C,C,6,2.47773,2.477650000000001,6.31072,78.67938,78.66947,59.98524,52.66591,8.810167227827682,166,R-3m,trigonal,0.01,1.517020876891518,1.54377129652081,0.0267504196292918,4.0,4.0,0.0,0.0,560,train,huggingface,C-28228-7733-49,0.0293944999999951,5.44535063230181,1.5470087539804582,0.0058337062990947,-1.0000000826903709e-10
C,C,6,2.51238,4.190880000000001,4.19305,58.70282,72.25311,72.24882,66.79525,6.386657041469781,8,Cm,monoclinic,0.01,1.3594863370012211,1.568303066735136,0.2088167297339147,3.0,4.0,0.0,0.0,561,train,huggingface,C-157701-8688-12,0.3271115000000009,5.890351023203743,1.3370469435356125,0.0416482235259807,0.6365141680948128
C,C,6,2.4808699999999995,3.68887,4.21808,75.23171,89.94894000000001,70.36867999999998,34.45067,8.324211683205945,12,C2/m,monoclinic,0.01,1.4929307625443198,1.5695142435176483,0.0765834809733285,4.0,4.0,0.0,0.0,562,train,huggingface,C-193950-5354-49,0.246362833333336,5.83412572840017,1.1871682111517334,0.0154795783690315,-1.0000000826903709e-10
C,C,8,5.27435,4.261169999999999,2.53903,89.97605000000001,76.44215,66.16682,37.41497999999999,9.750374858957992,8,Cm,monoclinic,0.01,1.36799153008633,1.586181481447111,0.2181899513607808,3.0,4.0,0.0,0.0,563,train,huggingface,C-148275-4529-49,0.4512890833333358,6.307196322646753,0.7107036886061793,0.0515862809528746,0.6931471803599453
C,C,12,2.46675,5.6857,5.68682,120.00993,90.01212,90.00233,30.02438,14.143411337675534,191,P6/mmm,hexagonal,0.01,1.4916774784562157,1.5684092905582954,0.0767318121020799,4.0,4.0,0.0,0.0,564,train,huggingface,C-145335-4867-32,0.3307203333333177,5.755518640706019,2.610325326847065,0.0202508811125524,-1.0000000826903709e-10
C,C,8,2.42652,4.15033,6.51113,67.79648,79.10401,89.91735999999999,33.18215000000001,9.031562587195092,1,P1,triclinic,0.01,1.3830837293549776,1.5094216233215918,0.1263378939666142,3.0,4.0,0.0,0.0,565,train,huggingface,C-57111-4456-9,0.2991703333333362,7.429859550602136,2.3937243459769544,0.0341814325646185,0.5623351444188083
C,C,16,2.48742,5.749,6.86493,96.64965999999998,71.67372,90.47471,25.450649999999985,10.621805723061712,1,P1,triclinic,0.01,1.372044827483507,1.65101698126273,0.2789721537792229,3.0,4.0,0.0,0.0,566,train,huggingface,C-47650-9988-29,0.4375053333333198,5.78266130607435,3.071089723488594,0.0434371969002103,0.5623351444188083
C,C,16,2.44894,6.828969999999999,8.86916,54.60193999999999,73.88826999999999,79.6209,61.88889000000001,10.701889402589934,1,P1,triclinic,0.01,1.35702693354655,1.5773881611454372,0.2203612275988873,3.0,4.0,0.0,0.0,567,train,huggingface,C-73639-7493-53,0.2891940833333422,7.257657348218878,4.410173381136328,0.0411265488746034,0.6615632379579821
C,C,8,2.4851,4.6819,4.08612,96.67274000000002,90.00954,74.5877,22.094580000000025,9.249506743768684,12,C2/m,monoclinic,0.01,1.4834201333570491,1.5958467699100232,0.112426636552974,4.0,4.0,0.0,0.0,568,train,huggingface,C-9606-4988-3,0.1853015833333415,5.687298179066014,1.5282362882781375,0.0220405557429351,-1.0000000826903709e-10
C,C,8,2.4843500000000005,3.82321,5.78594,89.99396,115.49084,71.04181,44.45506999999999,18.21169083399696,12,C2/m,monoclinic,0.01,1.4408197637902598,1.6336665808005555,0.1928468170102959,4.0,4.0,0.0,0.0,569,train,huggingface,C-73615-2489-55,0.3360678333333453,5.785115554221091,1.8678728842554384,0.0292975283280108,-1.0000000826903709e-10
C,C,18,2.4797200000000004,6.13672,8.44476,68.02675,76.56602,68.8196,56.58763,3.852196574997465,1,P1,triclinic,0.01,1.3212660802056766,1.6692018711561434,0.3479357909504668,3.0,4.0,0.0,0.0,570,train,huggingface,C-101135-8572-66,0.4341053333333491,6.1343481563229805,3.880292936299259,0.0511692684611489,0.6365141680948128
C,C,8,2.42774,6.02811,5.71094,41.66378,77.54088,78.27273,72.52261,17.08773806282999,8,Cm,monoclinic,0.01,1.385602109038088,1.5225011166369875,0.1368990075988996,3.0,4.0,0.0,0.0,571,train,huggingface,C-90863-258-9,0.3809778333333327,6.767062987091546,2.83538187779581,0.0372864177916224,0.5623351444188083
C,C,10,2.48531,5.69768,5.12733,110.8586,89.95598,115.88437,46.78699,11.2272451105405,5,C2,monoclinic,0.01,1.46003004023328,1.7240737582852848,0.2640437180520047,4.0,4.0,0.0,0.0,572,train,huggingface,C-189742-1338-13,0.411437333333339,5.999855905571534,2.355597490856271,0.0367331624834994,-1.0000000826903709e-10
C,C,8,4.10889,5.171,3.32472,82.50147,102.87024,120.96662999999998,51.33539999999998,15.712467293948452,1,P1,triclinic,0.01,1.3729422516753151,1.4666095326693511,0.0936672809940359,3.0,3.0,0.0,0.0,573,train,huggingface,C-57142-7457-49,0.3541278333333366,7.379942362056519,0.449337899043294,0.0257408180215357,-1.0000000826903709e-10
C,C,8,3.3984299999999994,3.25864,4.6655,110.10791,89.99732999999999,89.99867,20.111909999999995,9.47990250248504,13,P2/c,monoclinic,0.01,1.456930432533854,1.6132634061919895,0.1563329736581358,4.0,4.0,0.0,0.0,574,train,huggingface,C-76016-983-55,0.4163603333333299,6.064711631540125,0.4139735112978639,0.0373392419624236,-1.0000000826903709e-10
C,C,6,2.43191,3.95964,4.68163,84.29499,105.55702,89.69127,21.570760000000007,9.024139113275885,2,P-1,triclinic,0.01,1.3975514220547134,1.4081798722839702,0.0106284502292568,3.0,3.0,0.0,0.0,575,train,huggingface,C-92111-7590-9,0.0945918333333395,7.198469102076561,1.5532852778268935,0.0027956446318525,-1.0000000826903709e-10
C,C,6,2.54904,2.4378,6.91334,70.12394,99.99125,87.66755,32.19975999999998,12.255194092294088,2,P-1,triclinic,0.01,1.3983039526195349,1.4616379316846144,0.0633339790650795,3.0,3.0,0.0,0.0,576,train,huggingface,C-130516-3871-2,0.4826121666666836,6.592815342832762,1.7557747230329848,0.0177632275705207,-1.0000000826903709e-10
C,C,8,2.69562,4.68937,4.52646,85.34958,105.09404000000002,74.25352,35.49094000000002,12.754536979642458,2,P-1,triclinic,0.01,1.3576601146002183,1.652743878000419,0.2950837634002006,3.0,4.0,0.0,0.0,577,train,huggingface,C-107758-6639-25,0.4807253333333392,6.557120685816503,1.418816450389892,0.0585589848940616,0.5623351444188083
C,C,8,3.4205500000000004,4.80269,3.42617,108.68859,91.03819,108.64322,38.370000000000005,8.309805184892523,74,Imma,orthorhombic,0.01,1.4643358966041284,1.587085455048048,0.1227495584439195,4.0,4.0,0.0,0.0,578,train,huggingface,C-142757-9743-32,0.4434678333333295,6.257691535328727,0.4057125316104133,0.0280596869829579,-1.0000000826903709e-10
C,C,6,2.4876599999999995,2.48728,6.09128,89.99021,89.99485000000001,60.001629999999984,30.01331,14.13784596949464,227,Fd-3m,cubic,0.01,1.521583979884644,1.5240015798668207,0.0024175999821767,4.0,4.0,0.0,0.0,579,train,huggingface,C-172943-9308-9,0.0099581666666495,5.440148716769485,1.4487510351093005,0.0006015049156469,-1.0000000826903709e-10
C,C,6,2.47765,2.47837,6.31089,89.99184,101.33657,120.03429,41.37902,12.38662555596784,5,C2,monoclinic,0.01,1.517954887292175,1.542450606970054,0.024495719677879,4.0,4.0,0.0,0.0,580,train,huggingface,C-41276-8743-6,0.030570333333344,5.445531096078454,1.547417916170565,0.0054869216068705,-1.0000000826903709e-10
C,C,10,2.4463,4.56651,6.24455,87.90663,78.64242,105.53154,28.98249,11.152915980468968,1,P1,triclinic,0.01,1.3221965679465466,1.6409774088395237,0.3187808408929771,3.0,4.0,0.0,0.0,581,train,huggingface,C-130518-7047-45,0.3245683333333318,6.5599833294154495,2.4193516739565872,0.0531750738695755,0.6730116668092565
C,C,8,2.47364,4.80276,4.80293,52.93145,75.07918000000001,75.07178,66.91758999999999,10.43879628768354,194,P6_3/mmc,hexagonal,0.01,1.5174714049954694,1.5407582525871013,0.0232868475916319,4.0,4.0,0.0,0.0,582,train,huggingface,C-106857-1903-36,0.0369003333333353,5.450539715680304,1.8832206788376644,0.0062995621235574,-1.0000000826903709e-10
C,C,8,2.43107,4.20474,6.14843,65.73367,87.95762,89.93635,26.372359999999983,10.972637914364784,2,P-1,triclinic,0.01,1.399328437255595,1.404814252026756,0.0054858147711609,3.0,3.0,0.0,0.0,583,train,huggingface,C-170902-8935-55,0.101637833333342,7.156697655670315,2.2586885610040026,0.0016831171809436,-1.0000000826903709e-10
C,C,8,2.48447,4.08577,4.6789,96.66507,105.39543,90.00701,22.067509999999984,6.301255772459608,2,P-1,triclinic,0.01,1.481376503836266,1.5972819511343148,0.1159054472980487,4.0,4.0,0.0,0.0,584,train,huggingface,C-9632-1856-26,0.190586583333328,5.682234638616755,1.527782585420633,0.0221141195272232,-1.0000000826903709e-10
C,C,6,2.48763,3.5163000000000006,4.30545,65.90522,73.17821000000002,90.00482000000001,40.92138999999999,10.09302238508367,227,Fd-3m,cubic,0.01,1.5219901331575276,1.5235994501390002,0.0016093169814725,4.0,4.0,0.0,0.0,585,train,huggingface,C-96696-5300-44,0.0121469999999987,5.43429804704175,1.144257787532713,0.0004041613812598,-1.0000000826903709e-10
C,C,8,2.4857,5.300560000000001,4.06393,104.08461,90.06435000000002,117.76133,41.91029000000002,11.307534663746209,6,Pm,monoclinic,0.01,1.4680689043761364,1.6421913240711572,0.1741224196950208,4.0,4.0,0.0,0.0,586,train,huggingface,C-76008-2415-49,0.195672833333333,5.693309946272357,1.7673452146276711,0.0320411545251263,-1.0000000826903709e-10
C,C,6,3.2218100000000005,3.642910000000001,4.26956,63.08212000000001,101.27342,91.9054,40.09669999999999,16.25189446860751,2,P-1,triclinic,0.01,1.3713651159754752,1.4379814865908596,0.0666163706153843,3.0,3.0,0.0,0.0,587,train,huggingface,C-176683-1873-25,0.4130455000000097,7.288659380361033,0.4559083248236237,0.0159631239715805,-1.0000000826903709e-10
C,C,8,3.70239,4.459880000000001,4.28218,68.71119,97.12985,61.19894,57.21972,15.47429563891969,2,P-1,triclinic,0.01,1.3306917027747345,1.5509854656605182,0.2202937628857837,3.0,4.0,0.0,0.0,588,train,huggingface,C-113050-8539-46,0.4688990833333264,6.715265595385127,0.3611937154108569,0.0423553090810898,0.6931471803599453
C,C,6,3.6898300000000006,2.48186,4.84698,104.85416,68.40515,70.3476,56.10140999999999,16.743178129933657,12,C2/m,monoclinic,0.01,1.4917130190584242,1.569736188760828,0.0780231697024036,4.0,4.0,0.0,0.0,589,train,huggingface,C-172947-5402-4,0.2447248333333505,5.835637311008242,0.6409834599425989,0.0155992866714055,-1.0000000826903709e-10
C,C,6,2.42575,4.21814,5.96349,135.02559,90.1322,89.92705,45.23074000000001,21.21146666401139,63,Cmcm,orthorhombic,0.01,1.383866380810318,1.50155285930546,0.1176864784951421,3.0,4.0,0.0,0.0,590,train,huggingface,C-40128-4097-1,0.2459764999999834,7.187965922207611,2.197312171493353,0.0366015833397562,0.6365141680948128
C,C,6,3.22849,2.4691,5.19132,89.99833,89.86603,112.45388,22.589520000000007,10.6169685813429,12,C2/m,monoclinic,0.01,1.3289782863984003,1.5707645176227918,0.2417862312243912,3.0,4.0,0.0,0.0,591,train,huggingface,C-41318-6901-47,0.2983328333333475,6.374164317018,0.8431867529402292,0.0462378949813416,0.6365141680948128
C,C,8,4.79072,2.9821,4.4141,112.87889,95.49291,73.1796,45.192200000000014,16.2487255234256,1,P1,triclinic,0.01,1.3637537762363414,1.4433704593146408,0.0796166830782993,3.0,3.0,0.0,0.0,592,train,huggingface,C-34606-3915-48,0.4436490833333266,6.950584548163519,0.4561402043951639,0.0230999075402925,-1.0000000826903709e-10
C,C,8,2.48431,4.08914,4.67476,96.6891,74.58322000000001,89.99211,22.113769999999988,9.25534978429352,2,P-1,triclinic,0.01,1.4831518243022992,1.597748249814107,0.1145964255118074,4.0,4.0,0.0,0.0,593,train,huggingface,C-113050-8539-33,0.1910628333333193,5.680628127066173,1.5276998442223395,0.0223429360685188,-1.0000000826903709e-10
C,C,12,2.46826,4.26004,6.53308,103.03863,79.1324,89.99909000000001,23.90714,9.773105885146697,1,P1,triclinic,0.01,1.4881474677360622,1.602460553203135,0.1143130854670728,4.0,4.0,0.0,0.0,594,train,huggingface,C-80168-1847-46,0.256385333333327,5.471520439531969,2.372764619610576,0.0211124530378842,-1.0000000826903709e-10
C,C,6,2.42434,4.84717,4.20094,92.06587,89.99213999999999,120.05028,32.12401000000001,13.70692987515034,5,C2,monoclinic,0.01,1.3819217887885522,1.5030413907117717,0.1211196019232192,3.0,4.0,0.0,0.0,595,train,huggingface,C-13937-9715-40,0.2681633333333479,7.115605490201094,1.7321951541450455,0.0368086156779136,0.6365141680948128
